family,designation,source_row_id,source_edition,source_edition_count,catalog_scope
HSS,HSS16X12X.375,7499,LRFD3,1,modern
HSS,HSS16X12X.500,7498,LRFD3,1,modern
HSS,HSS16X12X.625,7497,LRFD3,1,modern
HSS,HSS16X12X1/2,1563,15th,4,modern
HSS,HSS16X12X3/4,1561,15th,1,modern
HSS,HSS16X12X3/8,1564,15th,4,modern
HSS,HSS16X12X5/16,1565,15th,4,modern
HSS,HSS16X16X.3125,7496,LRFD3,1,modern
HSS,HSS16X16X.375,7495,LRFD3,1,modern
HSS,HSS16X16X.500,7494,LRFD3,1,modern
HSS,HSS16X16X.625,7493,LRFD3,1,modern
HSS,HSS16X16X1/2,1558,15th,4,modern
HSS,HSS16X16X3/4,1556,15th,1,modern
HSS,HSS16X16X3/8,1559,15th,4,modern
HSS,HSS16X16X5/16,1560,15th,4,modern
HSS,HSS16X16X5/8,1557,15th,4,modern
HSS,HSS16X16X7/8,1555,15th,1,modern
HSS,HSS16X4X.3125,7507,LRFD3,1,modern
HSS,HSS16X4X.375,7506,LRFD3,1,modern
HSS,HSS16X4X.500,7505,LRFD3,1,modern
HSS,HSS16X4X1/2,1572,15th,4,modern
HSS,HSS16X4X1/4,1575,15th,3,modern
HSS,HSS16X4X3/16,1576,15th,3,modern
HSS,HSS16X4X3/8,1573,15th,4,modern
HSS,HSS16X4X5/16,1574,15th,4,modern
HSS,HSS16X4X5/8,1571,15th,3,modern
HSS,HSS16X8X.3125,7504,LRFD3,1,modern
HSS,HSS16X8X.375,7503,LRFD3,1,modern
HSS,HSS16X8X.500,7502,LRFD3,1,modern
HSS,HSS16X8X.625,7501,LRFD3,1,modern
HSS,HSS16X8X1/2,1567,15th,4,modern
HSS,HSS16X8X1/4,1570,15th,3,modern
HSS,HSS16X8X3/8,1568,15th,4,modern
HSS,HSS16X8X5/16,1569,15th,4,modern
HSS,HSS16X8X5/8,1566,15th,4,modern
HSS,HSS18.000X0.375,1915,15th,2,modern
HSS,HSS18.000X0.500,1914,15th,2,modern
HSS,HSS18X.375,7810,LRFD3,1,modern
HSS,HSS18X.500,7809,LRFD3,1,modern
HSS,HSS18X0.375,3925,14th,2,modern
HSS,HSS18X0.500,3924,14th,2,modern
HSS,HSS18X12X.375,7487,LRFD3,1,modern
HSS,HSS18X12X.500,7486,LRFD3,1,modern
HSS,HSS18X12X.625,7485,LRFD3,1,modern
HSS,HSS18X12X1/2,9223,LRFD2,1,modern
HSS,HSS18X12X3/8,9224,LRFD2,1,modern
HSS,HSS18X12X5/8,9222,LRFD2,1,modern
HSS,HSS18X18X3/4,1547,15th,1,modern
HSS,HSS18X18X3/8,9479,LRFD2,1,modern
HSS,HSS18X18X7/8,1546,15th,1,modern
HSS,HSS18X6X.250,7492,LRFD3,1,modern
HSS,HSS18X6X.3125,7491,LRFD3,1,modern
HSS,HSS18X6X.375,7490,LRFD3,1,modern
HSS,HSS18X6X.500,7489,LRFD3,1,modern
HSS,HSS18X6X.625,7488,LRFD3,1,modern
HSS,HSS18X6X1/2,1551,15th,4,modern
HSS,HSS18X6X1/4,1554,15th,4,modern
HSS,HSS18X6X3/8,1552,15th,4,modern
HSS,HSS18X6X5/16,1553,15th,4,modern
HSS,HSS18X6X5/8,1550,15th,4,modern
HSS,HSS2-1/2X.125,7940,LRFD3,1,modern
HSS,HSS2-1/2X.188,7939,LRFD3,1,modern
HSS,HSS2-1/2X.250,7938,LRFD3,1,modern
HSS,HSS2-1/2X1-1/2X.125,7790,LRFD3,1,modern
HSS,HSS2-1/2X1-1/2X.1875,7789,LRFD3,1,modern
HSS,HSS2-1/2X1-1/2X.250,7788,LRFD3,1,modern
HSS,HSS2-1/2X1-1/2X1/4,1895,15th,4,modern
HSS,HSS2-1/2X1-1/2X1/8,1897,15th,4,modern
HSS,HSS2-1/2X1-1/2X3/16,1896,15th,4,modern
HSS,HSS2-1/2X1X1/8,1899,15th,3,modern
HSS,HSS2-1/2X1X3/16,1898,15th,3,modern
HSS,HSS2-1/2X2-1/2X.1875,7786,LRFD3,1,modern
HSS,HSS2-1/2X2-1/2X.250,7785,LRFD3,1,modern
HSS,HSS2-1/2X2-1/2X.3125,7784,LRFD3,1,modern
HSS,HSS2-1/2X2-1/2X1/4,1889,15th,4,modern
HSS,HSS2-1/2X2-1/2X1/8,1891,15th,4,modern
HSS,HSS2-1/2X2-1/2X3/16,1890,15th,4,modern
HSS,HSS2-1/2X2-1/2X5/16,1888,15th,4,modern
HSS,HSS2-1/2X21/2X.125,7787,LRFD3,1,modern
HSS,HSS2-1/2X2X1/4,1892,15th,3,modern
HSS,HSS2-1/2X2X1/8,1894,15th,3,modern
HSS,HSS2-1/2X2X3/16,1893,15th,3,modern
HSS,HSS2-1/4X2-1/4X.125,7793,LRFD3,1,modern
HSS,HSS2-1/4X2-1/4X.1875,7792,LRFD3,1,modern
HSS,HSS2-1/4X2-1/4X.250,7791,LRFD3,1,modern
HSS,HSS2-1/4X2-1/4X1/4,1900,15th,4,modern
HSS,HSS2-1/4X2-1/4X1/8,1902,15th,4,modern
HSS,HSS2-1/4X2-1/4X3/16,1901,15th,4,modern
HSS,HSS2-1/4X2X1/8,1904,15th,3,modern
HSS,HSS2-1/4X2X3/16,1903,15th,3,modern
HSS,HSS2-3/8X.125,7945,LRFD3,1,modern
HSS,HSS2-3/8X.154,7944,LRFD3,1,modern
HSS,HSS2-3/8X.188,7943,LRFD3,1,modern
HSS,HSS2-3/8X.218,7942,LRFD3,1,modern
HSS,HSS2-3/8X.250,7941,LRFD3,1,modern
HSS,HSS2-7/8X.125,7937,LRFD3,1,modern
HSS,HSS2-7/8X.188,7936,LRFD3,1,modern
HSS,HSS2-7/8X.203,7935,LRFD3,1,modern
HSS,HSS2-7/8X.250,7934,LRFD3,1,modern
HSS,HSS2.375X0.125,2035,15th,4,modern
HSS,HSS2.375X0.154,2034,15th,4,modern
HSS,HSS2.375X0.188,2033,15th,4,modern
HSS,HSS2.375X0.218,2032,15th,4,modern
HSS,HSS2.375X0.250,2031,15th,4,modern
HSS,HSS2.500X0.125,2030,15th,4,modern
HSS,HSS2.500X0.188,2029,15th,4,modern
HSS,HSS2.500X0.250,2028,15th,4,modern
HSS,HSS2.875X0.125,2027,15th,4,modern
HSS,HSS2.875X0.188,2026,15th,4,modern
HSS,HSS2.875X0.203,2025,15th,4,modern
HSS,HSS2.875X0.250,2024,15th,4,modern
HSS,HSS20.000X0.375,1913,15th,2,modern
HSS,HSS20.000X0.500,1912,15th,2,modern
HSS,HSS20X.375,7808,LRFD3,1,modern
HSS,HSS20X.500,7807,LRFD3,1,modern
HSS,HSS20X0.375,3923,14th,2,modern
HSS,HSS20X0.500,3922,14th,2,modern
HSS,HSS20X12X.3125,7477,LRFD3,1,modern
HSS,HSS20X12X.375,7476,LRFD3,1,modern
HSS,HSS20X12X.500,7475,LRFD3,1,modern
HSS,HSS20X12X.625,7474,LRFD3,1,modern
HSS,HSS20X12X1/2,1535,15th,4,modern
HSS,HSS20X12X3/4,1533,15th,1,modern
HSS,HSS20X12X3/8,1536,15th,4,modern
HSS,HSS20X12X5/16,1537,15th,4,modern
HSS,HSS20X16X1/2,9209,LRFD2,1,modern
HSS,HSS20X16X3/8,9210,LRFD2,1,modern
HSS,HSS20X16X5/8,9208,LRFD2,1,modern
HSS,HSS20X18X1/2,9206,LRFD2,1,modern
HSS,HSS20X18X3/8,9207,LRFD2,1,modern
HSS,HSS20X18X5/8,9205,LRFD2,1,modern
HSS,HSS20X20X3/4,1530,15th,1,modern
HSS,HSS20X20X3/8,9476,LRFD2,1,modern
HSS,HSS20X20X7/8,1529,15th,1,modern
HSS,HSS20X4X.3125,7484,LRFD3,1,modern
HSS,HSS20X4X.375,7483,LRFD3,1,modern
HSS,HSS20X4X.500,7482,LRFD3,1,modern
HSS,HSS20X4X1/2,1542,15th,4,modern
HSS,HSS20X4X1/4,1545,15th,3,modern
HSS,HSS20X4X3/8,1543,15th,4,modern
HSS,HSS20X4X5/16,1544,15th,4,modern
HSS,HSS20X8X.3125,7481,LRFD3,1,modern
HSS,HSS20X8X.375,7480,LRFD3,1,modern
HSS,HSS20X8X.500,7479,LRFD3,1,modern
HSS,HSS20X8X.625,7478,LRFD3,1,modern
HSS,HSS20X8X1/2,1539,15th,4,modern
HSS,HSS20X8X3/8,1540,15th,4,modern
HSS,HSS20X8X5/16,1541,15th,4,modern
HSS,HSS20X8X5/8,1538,15th,4,modern
HSS,HSS22X20X1/2,9203,LRFD2,1,modern
HSS,HSS22X20X3/8,9204,LRFD2,1,modern
HSS,HSS22X20X5/8,9202,LRFD2,1,modern
HSS,HSS22X22X1/2,9472,LRFD2,1,modern
HSS,HSS22X22X3/4,1528,15th,1,modern
HSS,HSS22X22X3/8,9473,LRFD2,1,modern
HSS,HSS22X22X5/8,9471,LRFD2,1,modern
HSS,HSS22X22X7/8,1527,15th,1,modern
HSS,HSS24X12X1/2,1526,15th,1,modern
HSS,HSS24X12X3/4,1524,15th,1,modern
HSS,HSS24X12X5/8,1525,15th,1,modern
HSS,HSS24X22X1/2,9200,LRFD2,1,modern
HSS,HSS24X22X3/8,9201,LRFD2,1,modern
HSS,HSS24X22X5/8,9199,LRFD2,1,modern
HSS,HSS24X24X1/2,9469,LRFD2,1,modern
HSS,HSS24X24X3/8,9470,LRFD2,1,modern
HSS,HSS24X24X5/8,9468,LRFD2,1,modern
HSS,HSS26X24X1/2,9197,LRFD2,1,modern
HSS,HSS26X24X3/8,9198,LRFD2,1,modern
HSS,HSS26X24X5/8,9196,LRFD2,1,modern
HSS,HSS26X26X1/2,9466,LRFD2,1,modern
HSS,HSS26X26X3/8,9467,LRFD2,1,modern
HSS,HSS26X26X5/8,9465,LRFD2,1,modern
HSS,HSS28X24X1/2,9194,LRFD2,1,modern
HSS,HSS28X24X3/8,9195,LRFD2,1,modern
HSS,HSS28X24X5/8,9193,LRFD2,1,modern
HSS,HSS28X28X1/2,9463,LRFD2,1,modern
HSS,HSS28X28X3/8,9464,LRFD2,1,modern
HSS,HSS28X28X5/8,9462,LRFD2,1,modern
HSS,HSS2X1-1/2X.1875,7797,LRFD3,1,modern
HSS,HSS2X1-1/2X1/8,1909,15th,3,modern
HSS,HSS2X1-1/2X3/16,1908,15th,4,modern
HSS,HSS2X1X.125,7799,LRFD3,1,modern
HSS,HSS2X1X.1875,7798,LRFD3,1,modern
HSS,HSS2X1X1/8,1911,15th,4,modern
HSS,HSS2X1X3/16,1910,15th,4,modern
HSS,HSS2X2X.125,7796,LRFD3,1,modern
HSS,HSS2X2X.1875,7795,LRFD3,1,modern
HSS,HSS2X2X.250,7794,LRFD3,1,modern
HSS,HSS2X2X1/4,1905,15th,4,modern
HSS,HSS2X2X1/8,1907,15th,4,modern
HSS,HSS2X2X3/16,1906,15th,4,modern
HSS,HSS3-1/2X.125,7925,LRFD3,1,modern
HSS,HSS3-1/2X.188,7924,LRFD3,1,modern
HSS,HSS3-1/2X.203,7923,LRFD3,1,modern
HSS,HSS3-1/2X.216,7922,LRFD3,1,modern
HSS,HSS3-1/2X.250,7921,LRFD3,1,modern
HSS,HSS3-1/2X.300,7920,LRFD3,1,modern
HSS,HSS3-1/2X.313,7919,LRFD3,1,modern
HSS,HSS3-1/2X1-1/2X1/4,1867,15th,3,modern
HSS,HSS3-1/2X1-1/2X1/8,1869,15th,3,modern
HSS,HSS3-1/2X1-1/2X3/16,1868,15th,3,modern
HSS,HSS3-1/2X2-1/2X.125,7761,LRFD3,1,modern
HSS,HSS3-1/2X2-1/2X.1875,7760,LRFD3,1,modern
HSS,HSS3-1/2X2-1/2X.250,7759,LRFD3,1,modern
HSS,HSS3-1/2X2-1/2X.3125,7758,LRFD3,1,modern
HSS,HSS3-1/2X2-1/2X.375,7757,LRFD3,1,modern
HSS,HSS3-1/2X2-1/2X1/4,1861,15th,4,modern
HSS,HSS3-1/2X2-1/2X1/8,1863,15th,4,modern
HSS,HSS3-1/2X2-1/2X3/16,1862,15th,4,modern
HSS,HSS3-1/2X2-1/2X3/8,1859,15th,4,modern
HSS,HSS3-1/2X2-1/2X5/16,1860,15th,4,modern
HSS,HSS3-1/2X2X1/4,1864,15th,3,modern
HSS,HSS3-1/2X2X1/8,1866,15th,3,modern
HSS,HSS3-1/2X2X3/16,1865,15th,3,modern
HSS,HSS3-1/2X3-1/2X.125,7766,LRFD3,1,modern
HSS,HSS3-1/2X3-1/2X.1875,7765,LRFD3,1,modern
HSS,HSS3-1/2X3-1/2X.250,7764,LRFD3,1,modern
HSS,HSS3-1/2X3-1/2X.3125,7763,LRFD3,1,modern
HSS,HSS3-1/2X3-1/2X.375,7762,LRFD3,1,modern
HSS,HSS3-1/2X3-1/2X1/4,1856,15th,4,modern
HSS,HSS3-1/2X3-1/2X1/8,1858,15th,4,modern
HSS,HSS3-1/2X3-1/2X3/16,1857,15th,4,modern
HSS,HSS3-1/2X3-1/2X3/8,1854,15th,4,modern
HSS,HSS3-1/2X3-1/2X5/16,1855,15th,4,modern
HSS,HSS3.000X0.120,9694,LRFD2,1,modern
HSS,HSS3.000X0.125,2023,15th,1,modern
HSS,HSS3.000X0.134,2022,15th,2,modern
HSS,HSS3.000X0.152,2021,15th,2,modern
HSS,HSS3.000X0.188,2020,15th,2,modern
HSS,HSS3.000X0.203,2019,15th,2,modern
HSS,HSS3.000X0.216,2018,15th,2,modern
HSS,HSS3.000X0.250,2017,15th,2,modern
HSS,HSS3.000X0.300,9687,LRFD2,1,modern
HSS,HSS3.500X0.125,2016,15th,4,modern
HSS,HSS3.500X0.188,2015,15th,4,modern
HSS,HSS3.500X0.203,2014,15th,4,modern
HSS,HSS3.500X0.216,2013,15th,4,modern
HSS,HSS3.500X0.250,2012,15th,4,modern
HSS,HSS3.500X0.300,2011,15th,4,modern
HSS,HSS3.500X0.313,2010,15th,4,modern
HSS,HSS30X24X1/2,9191,LRFD2,1,modern
HSS,HSS30X24X3/8,9192,LRFD2,1,modern
HSS,HSS30X24X5/8,9190,LRFD2,1,modern
HSS,HSS30X30X1/2,9460,LRFD2,1,modern
HSS,HSS30X30X3/8,9461,LRFD2,1,modern
HSS,HSS30X30X5/8,9459,LRFD2,1,modern
HSS,HSS32X24X1/2,9188,LRFD2,1,modern
HSS,HSS32X24X3/8,9189,LRFD2,1,modern
HSS,HSS32X24X5/8,9187,LRFD2,1,modern
HSS,HSS32X32X1/2,9457,LRFD2,1,modern
HSS,HSS32X32X3/8,9458,LRFD2,1,modern
HSS,HSS32X32X5/8,9456,LRFD2,1,modern
HSS,HSS3X.120,7933,LRFD3,1,modern
HSS,HSS3X.134,7932,LRFD3,1,modern
HSS,HSS3X.152,7931,LRFD3,1,modern
HSS,HSS3X.188,7930,LRFD3,1,modern
HSS,HSS3X.203,7929,LRFD3,1,modern
HSS,HSS3X.216,7928,LRFD3,1,modern
HSS,HSS3X.250,7927,LRFD3,1,modern
HSS,HSS3X.300,7926,LRFD3,1,modern
HSS,HSS3X0.125,4033,14th,2,modern
HSS,HSS3X0.134,4032,14th,2,modern
HSS,HSS3X0.152,4031,14th,2,modern
HSS,HSS3X0.188,4030,14th,2,modern
HSS,HSS3X0.203,4029,14th,2,modern
HSS,HSS3X0.216,4028,14th,2,modern
HSS,HSS3X0.250,4027,14th,2,modern
HSS,HSS3X1-1/2X.125,7782,LRFD3,1,modern
HSS,HSS3X1-1/2X.1875,7781,LRFD3,1,modern
HSS,HSS3X1-1/2X.250,7780,LRFD3,1,modern
HSS,HSS3X1-1/2X1/4,1883,15th,4,modern
HSS,HSS3X1-1/2X1/8,1885,15th,4,modern
HSS,HSS3X1-1/2X3/16,1884,15th,4,modern
HSS,HSS3X1X.125,7783,LRFD3,1,modern
HSS,HSS3X1X1/8,1887,15th,4,modern
HSS,HSS3X1X3/16,1886,15th,3,modern
HSS,HSS3X2-1/2X.125,7775,LRFD3,1,modern
HSS,HSS3X2-1/2X.1875,7774,LRFD3,1,modern
HSS,HSS3X2-1/2X.250,7773,LRFD3,1,modern
HSS,HSS3X2-1/2X.3125,7772,LRFD3,1,modern
HSS,HSS3X2-1/2X1/4,1876,15th,4,modern
HSS,HSS3X2-1/2X1/8,1878,15th,4,modern
HSS,HSS3X2-1/2X3/16,1877,15th,4,modern
HSS,HSS3X2-1/2X5/16,1875,15th,4,modern
HSS,HSS3X2X.125,7779,LRFD3,1,modern
HSS,HSS3X2X.1875,7778,LRFD3,1,modern
HSS,HSS3X2X.250,7777,LRFD3,1,modern
HSS,HSS3X2X.3125,7776,LRFD3,1,modern
HSS,HSS3X2X1/4,1880,15th,4,modern
HSS,HSS3X2X1/8,1882,15th,4,modern
HSS,HSS3X2X3/16,1881,15th,4,modern
HSS,HSS3X2X5/16,1879,15th,4,modern
HSS,HSS3X3X.125,7771,LRFD3,1,modern
HSS,HSS3X3X.1875,7770,LRFD3,1,modern
HSS,HSS3X3X.250,7769,LRFD3,1,modern
HSS,HSS3X3X.3125,7768,LRFD3,1,modern
HSS,HSS3X3X.375,7767,LRFD3,1,modern
HSS,HSS3X3X1/4,1872,15th,4,modern
HSS,HSS3X3X1/8,1874,15th,4,modern
HSS,HSS3X3X3/16,1873,15th,4,modern
HSS,HSS3X3X3/8,1870,15th,4,modern
HSS,HSS3X3X5/16,1871,15th,4,modern
HSS,HSS4-1/2X.125,7910,LRFD3,1,modern
HSS,HSS4-1/2X.188,7909,LRFD3,1,modern
HSS,HSS4-1/2X.237,7908,LRFD3,1,modern
HSS,HSS4-1/2X.337,7907,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X.125,7737,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X.1875,7736,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X.250,7735,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X.3125,7734,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X.375,7733,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X.500,7732,LRFD3,1,modern
HSS,HSS4-1/2X4-1/2X1/2,1827,15th,4,modern
HSS,HSS4-1/2X4-1/2X1/4,1830,15th,4,modern
HSS,HSS4-1/2X4-1/2X1/8,1832,15th,4,modern
HSS,HSS4-1/2X4-1/2X3/16,1831,15th,4,modern
HSS,HSS4-1/2X4-1/2X3/8,1828,15th,4,modern
HSS,HSS4-1/2X4-1/2X5/16,1829,15th,4,modern
HSS,HSS4.000X0.125,2009,15th,2,modern
HSS,HSS4.000X0.188,2008,15th,2,modern
HSS,HSS4.000X0.220,2007,15th,2,modern
HSS,HSS4.000X0.226,2006,15th,2,modern
HSS,HSS4.000X0.237,2005,15th,2,modern
HSS,HSS4.000X0.250,2004,15th,2,modern
HSS,HSS4.000X0.313,2003,15th,2,modern
HSS,HSS4.000X0.337,9672,LRFD2,1,modern
HSS,HSS4.500X0.125,2002,15th,4,modern
HSS,HSS4.500X0.188,2001,15th,4,modern
HSS,HSS4.500X0.237,2000,15th,4,modern
HSS,HSS4.500X0.337,1999,15th,4,modern
HSS,HSS4.500X0.375,1998,15th,3,modern
HSS,HSS4X.125,7918,LRFD3,1,modern
HSS,HSS4X.188,7917,LRFD3,1,modern
HSS,HSS4X.220,7916,LRFD3,1,modern
HSS,HSS4X.226,7915,LRFD3,1,modern
HSS,HSS4X.237,7914,LRFD3,1,modern
HSS,HSS4X.250,7913,LRFD3,1,modern
HSS,HSS4X.313,7912,LRFD3,1,modern
HSS,HSS4X.337,7911,LRFD3,1,modern
HSS,HSS4X0.125,4019,14th,2,modern
HSS,HSS4X0.188,4018,14th,2,modern
HSS,HSS4X0.220,4017,14th,2,modern
HSS,HSS4X0.226,4016,14th,2,modern
HSS,HSS4X0.237,4015,14th,2,modern
HSS,HSS4X0.250,4014,14th,2,modern
HSS,HSS4X0.313,4013,14th,2,modern
HSS,HSS4X2-1/2X.1875,7751,LRFD3,1,modern
HSS,HSS4X2-1/2X.250,7750,LRFD3,1,modern
HSS,HSS4X2-1/2X.3125,7749,LRFD3,1,modern
HSS,HSS4X2-1/2X1/4,1846,15th,4,modern
HSS,HSS4X2-1/2X1/8,1848,15th,3,modern
HSS,HSS4X2-1/2X3/16,1847,15th,4,modern
HSS,HSS4X2-1/2X3/8,1844,15th,3,modern
HSS,HSS4X2-1/2X5/16,1845,15th,4,modern
HSS,HSS4X2X.125,7756,LRFD3,1,modern
HSS,HSS4X2X.1875,7755,LRFD3,1,modern
HSS,HSS4X2X.250,7754,LRFD3,1,modern
HSS,HSS4X2X.3125,7753,LRFD3,1,modern
HSS,HSS4X2X.375,7752,LRFD3,1,modern
HSS,HSS4X2X1/4,1851,15th,4,modern
HSS,HSS4X2X1/8,1853,15th,4,modern
HSS,HSS4X2X3/16,1852,15th,4,modern
HSS,HSS4X2X3/8,1849,15th,4,modern
HSS,HSS4X2X5/16,1850,15th,4,modern
HSS,HSS4X3X.125,7748,LRFD3,1,modern
HSS,HSS4X3X.1875,7747,LRFD3,1,modern
HSS,HSS4X3X.250,7746,LRFD3,1,modern
HSS,HSS4X3X.3125,7745,LRFD3,1,modern
HSS,HSS4X3X.375,7744,LRFD3,1,modern
HSS,HSS4X3X1/4,1841,15th,4,modern
HSS,HSS4X3X1/8,1843,15th,4,modern
HSS,HSS4X3X3/16,1842,15th,4,modern
HSS,HSS4X3X3/8,1839,15th,4,modern
HSS,HSS4X3X5/16,1840,15th,4,modern
HSS,HSS4X4X.125,7743,LRFD3,1,modern
HSS,HSS4X4X.1875,7742,LRFD3,1,modern
HSS,HSS4X4X.25,7741,LRFD3,1,modern
HSS,HSS4X4X.3125,7740,LRFD3,1,modern
HSS,HSS4X4X.375,7739,LRFD3,1,modern
HSS,HSS4X4X.500,7738,LRFD3,1,modern
HSS,HSS4X4X1/2,1833,15th,4,modern
HSS,HSS4X4X1/4,1836,15th,4,modern
HSS,HSS4X4X1/8,1838,15th,4,modern
HSS,HSS4X4X3/16,1837,15th,4,modern
HSS,HSS4X4X3/8,1834,15th,4,modern
HSS,HSS4X4X5/16,1835,15th,4,modern
HSS,HSS5-1/2X.258,7899,LRFD3,1,modern
HSS,HSS5-1/2X.375,7898,LRFD3,1,modern
HSS,HSS5-1/2X.500,7897,LRFD3,1,modern
HSS,HSS5-1/2X5-1/2X.125,7706,LRFD3,1,modern
HSS,HSS5-1/2X5-1/2X.1875,7705,LRFD3,1,modern
HSS,HSS5-1/2X5-1/2X.250,7704,LRFD3,1,modern
HSS,HSS5-1/2X5-1/2X.3125,7703,LRFD3,1,modern
HSS,HSS5-1/2X5-1/2X.375,7702,LRFD3,1,modern
HSS,HSS5-1/2X5-1/2X1/4,1798,15th,4,modern
HSS,HSS5-1/2X5-1/2X1/8,1800,15th,4,modern
HSS,HSS5-1/2X5-1/2X3/16,1799,15th,4,modern
HSS,HSS5-1/2X5-1/2X3/8,1796,15th,4,modern
HSS,HSS5-1/2X5-1/2X5/16,1797,15th,4,modern
HSS,HSS5-9/16X.134,7896,LRFD3,1,modern
HSS,HSS5-9/16X.188,7895,LRFD3,1,modern
HSS,HSS5-9/16X.258,7894,LRFD3,1,modern
HSS,HSS5-9/16X.375,7893,LRFD3,1,modern
HSS,HSS5.000X0.125,1997,15th,2,modern
HSS,HSS5.000X0.188,1996,15th,2,modern
HSS,HSS5.000X0.250,1995,15th,2,modern
HSS,HSS5.000X0.258,1994,15th,2,modern
HSS,HSS5.000X0.312,1993,15th,2,modern
HSS,HSS5.000X0.375,1992,15th,2,modern
HSS,HSS5.000X0.500,1991,15th,2,modern
HSS,HSS5.500X0.258,1990,15th,4,modern
HSS,HSS5.500X0.375,1989,15th,4,modern
HSS,HSS5.500X0.500,1988,15th,4,modern
HSS,HSS5.563X0.134,1987,15th,4,modern
HSS,HSS5.563X0.188,1986,15th,4,modern
HSS,HSS5.563X0.258,1985,15th,4,modern
HSS,HSS5.563X0.375,1984,15th,4,modern
HSS,HSS5.563X0.500,1983,15th,3,modern
HSS,HSS5X.125,7906,LRFD3,1,modern
HSS,HSS5X.188,7905,LRFD3,1,modern
HSS,HSS5X.250,7904,LRFD3,1,modern
HSS,HSS5X.258,7903,LRFD3,1,modern
HSS,HSS5X.312,7902,LRFD3,1,modern
HSS,HSS5X.375,7901,LRFD3,1,modern
HSS,HSS5X.500,7900,LRFD3,1,modern
HSS,HSS5X0.125,4007,14th,2,modern
HSS,HSS5X0.188,4006,14th,2,modern
HSS,HSS5X0.250,4005,14th,2,modern
HSS,HSS5X0.258,4004,14th,2,modern
HSS,HSS5X0.312,4003,14th,2,modern
HSS,HSS5X0.375,4002,14th,2,modern
HSS,HSS5X0.500,4001,14th,2,modern
HSS,HSS5X2-1/2X.125,7726,LRFD3,1,modern
HSS,HSS5X2-1/2X.1875,7725,LRFD3,1,modern
HSS,HSS5X2-1/2X.25,7724,LRFD3,1,modern
HSS,HSS5X2-1/2X1/4,1819,15th,4,modern
HSS,HSS5X2-1/2X1/8,1821,15th,4,modern
HSS,HSS5X2-1/2X3/16,1820,15th,4,modern
HSS,HSS5X2X.125,7731,LRFD3,1,modern
HSS,HSS5X2X.1875,7730,LRFD3,1,modern
HSS,HSS5X2X.250,7729,LRFD3,1,modern
HSS,HSS5X2X.3125,7728,LRFD3,1,modern
HSS,HSS5X2X.375,7727,LRFD3,1,modern
HSS,HSS5X2X1/4,1824,15th,4,modern
HSS,HSS5X2X1/8,1826,15th,4,modern
HSS,HSS5X2X3/16,1825,15th,4,modern
HSS,HSS5X2X3/8,1822,15th,4,modern
HSS,HSS5X2X5/16,1823,15th,4,modern
HSS,HSS5X3X.125,7723,LRFD3,1,modern
HSS,HSS5X3X.1875,7722,LRFD3,1,modern
HSS,HSS5X3X.250,7721,LRFD3,1,modern
HSS,HSS5X3X.3125,7720,LRFD3,1,modern
HSS,HSS5X3X.375,7719,LRFD3,1,modern
HSS,HSS5X3X.500,7718,LRFD3,1,modern
HSS,HSS5X3X1/2,1813,15th,4,modern
HSS,HSS5X3X1/4,1816,15th,4,modern
HSS,HSS5X3X1/8,1818,15th,4,modern
HSS,HSS5X3X3/16,1817,15th,4,modern
HSS,HSS5X3X3/8,1814,15th,4,modern
HSS,HSS5X3X5/16,1815,15th,4,modern
HSS,HSS5X4X.1875,7717,LRFD3,1,modern
HSS,HSS5X4X.250,7716,LRFD3,1,modern
HSS,HSS5X4X.3125,7715,LRFD3,1,modern
HSS,HSS5X4X.375,7714,LRFD3,1,modern
HSS,HSS5X4X.5,7713,LRFD3,1,modern
HSS,HSS5X4X1/2,1807,15th,4,modern
HSS,HSS5X4X1/4,1810,15th,4,modern
HSS,HSS5X4X1/8,1812,15th,3,modern
HSS,HSS5X4X3/16,1811,15th,4,modern
HSS,HSS5X4X3/8,1808,15th,4,modern
HSS,HSS5X4X5/16,1809,15th,4,modern
HSS,HSS5X5X.125,7712,LRFD3,1,modern
HSS,HSS5X5X.1875,7711,LRFD3,1,modern
HSS,HSS5X5X.250,7710,LRFD3,1,modern
HSS,HSS5X5X.3125,7709,LRFD3,1,modern
HSS,HSS5X5X.375,7708,LRFD3,1,modern
HSS,HSS5X5X.500,7707,LRFD3,1,modern
HSS,HSS5X5X1/2,1801,15th,4,modern
HSS,HSS5X5X1/4,1804,15th,4,modern
HSS,HSS5X5X1/8,1806,15th,4,modern
HSS,HSS5X5X3/16,1805,15th,4,modern
HSS,HSS5X5X3/8,1802,15th,4,modern
HSS,HSS5X5X5/16,1803,15th,4,modern
HSS,HSS6-1/8X.188,7885,LRFD3,1,modern
HSS,HSS6-1/8X.250,7884,LRFD3,1,modern
HSS,HSS6-1/8X.312,7883,LRFD3,1,modern
HSS,HSS6-1/8X.375,7882,LRFD3,1,modern
HSS,HSS6-1/8X.500,7881,LRFD3,1,modern
HSS,HSS6-5/8X.125,7880,LRFD3,1,modern
