family,designation,source_row_id,source_edition,source_edition_count,catalog_scope
ST R,STR10X5X0.3125,9823,ASD9,1,historical
ST R,STR10X5X0.375,9822,ASD9,1,historical
ST R,STR10X5X0.5,9821,ASD9,1,historical
ST R,STR10X5X0.5625,9820,ASD9,1,historical
ST R,STR10X5X0.625,9819,ASD9,1,historical
ST R,STR10X6X0.1875,9818,ASD9,1,historical
ST R,STR10X6X0.25,9817,ASD9,1,historical
ST R,STR10X6X0.3125,9816,ASD9,1,historical
ST R,STR10X6X0.375,9815,ASD9,1,historical
ST R,STR10X6X0.5,9814,ASD9,1,historical
ST R,STR10X6X0.5625,9813,ASD9,1,historical
ST R,STR10X6X0.625,9812,ASD9,1,historical
ST R,STR10X8X0.1875,9811,ASD9,1,historical
ST R,STR10X8X0.25,9810,ASD9,1,historical
ST R,STR10X8X0.3125,9809,ASD9,1,historical
ST R,STR10X8X0.375,9808,ASD9,1,historical
ST R,STR10X8X0.5,9807,ASD9,1,historical
ST R,STR10X8X0.5625,9806,ASD9,1,historical
ST R,STR10X8X0.625,9805,ASD9,1,historical
ST R,STR12X2X0.1875,9804,ASD9,1,historical
ST R,STR12X2X0.25,9803,ASD9,1,historical
ST R,STR12X4X0.1875,9802,ASD9,1,historical
ST R,STR12X4X0.25,9801,ASD9,1,historical
ST R,STR12X4X0.3125,9800,ASD9,1,historical
ST R,STR12X4X0.375,9799,ASD9,1,historical
ST R,STR12X4X0.5,9798,ASD9,1,historical
ST R,STR12X4X0.5625,9797,ASD9,1,historical
ST R,STR12X4X0.625,9796,ASD9,1,historical
ST R,STR12X6X0.1875,9795,ASD9,1,historical
ST R,STR12X6X0.25,9794,ASD9,1,historical
ST R,STR12X6X0.3125,9793,ASD9,1,historical
ST R,STR12X6X0.375,9792,ASD9,1,historical
ST R,STR12X6X0.5,9791,ASD9,1,historical
ST R,STR12X6X0.5625,9790,ASD9,1,historical
ST R,STR12X6X0.625,9789,ASD9,1,historical
ST R,STR12X8X0.1875,9788,ASD9,1,historical
ST R,STR12X8X0.25,9787,ASD9,1,historical
ST R,STR12X8X0.3125,9786,ASD9,1,historical
ST R,STR12X8X0.375,9785,ASD9,1,historical
ST R,STR12X8X0.5,9784,ASD9,1,historical
ST R,STR12X8X0.5625,9783,ASD9,1,historical
ST R,STR12X8X0.625,9782,ASD9,1,historical
ST R,STR14X10X0.3125,9773,ASD9,1,historical
ST R,STR14X10X0.375,9772,ASD9,1,historical
ST R,STR14X10X0.5,9771,ASD9,1,historical
ST R,STR14X10X0.625,9770,ASD9,1,historical
ST R,STR14X4X0.25,9781,ASD9,1,historical
ST R,STR14X4X0.3125,9780,ASD9,1,historical
ST R,STR14X4X0.375,9779,ASD9,1,historical
ST R,STR14X4X0.5,9778,ASD9,1,historical
ST R,STR14X6X0.25,9777,ASD9,1,historical
ST R,STR14X6X0.3125,9776,ASD9,1,historical
ST R,STR14X6X0.375,9775,ASD9,1,historical
ST R,STR14X6X0.5,9774,ASD9,1,historical
ST R,STR16X12X0.3125,9763,ASD9,1,historical
ST R,STR16X12X0.375,9762,ASD9,1,historical
ST R,STR16X12X0.5,9761,ASD9,1,historical
ST R,STR16X12X0.625,9760,ASD9,1,historical
ST R,STR16X4X0.3125,9769,ASD9,1,historical
ST R,STR16X4X0.375,9768,ASD9,1,historical
ST R,STR16X4X0.5,9767,ASD9,1,historical
ST R,STR16X8X0.3125,9766,ASD9,1,historical
ST R,STR16X8X0.375,9765,ASD9,1,historical
ST R,STR16X8X0.5,9764,ASD9,1,historical
ST R,STR18X6X0.3125,9759,ASD9,1,historical
ST R,STR18X6X0.375,9758,ASD9,1,historical
ST R,STR18X6X0.5,9757,ASD9,1,historical
ST R,STR20X12X0.3125,9750,ASD9,1,historical
ST R,STR20X12X0.375,9749,ASD9,1,historical
ST R,STR20X12X0.5,9748,ASD9,1,historical
ST R,STR20X12X0.625,9747,ASD9,1,historical
ST R,STR20X4X0.3125,9756,ASD9,1,historical
ST R,STR20X4X0.375,9755,ASD9,1,historical
ST R,STR20X4X0.5,9754,ASD9,1,historical
ST R,STR20X8X0.3125,9753,ASD9,1,historical
ST R,STR20X8X0.375,9752,ASD9,1,historical
ST R,STR20X8X0.5,9751,ASD9,1,historical
ST R,STR3.5X2.5X0.1875,9936,ASD9,1,historical
ST R,STR3.5X2.5X0.25,9935,ASD9,1,historical
ST R,STR3X2X0.1875,9938,ASD9,1,historical
ST R,STR3X2X0.25,9937,ASD9,1,historical
ST R,STR4X2X0.1875,9934,ASD9,1,historical
ST R,STR4X2X0.25,9933,ASD9,1,historical
ST R,STR4X2X0.3125,9932,ASD9,1,historical
ST R,STR4X3X0.1875,9931,ASD9,1,historical
ST R,STR4X3X0.25,9930,ASD9,1,historical
ST R,STR4X3X0.3125,9929,ASD9,1,historical
ST R,STR5X2X0.1875,9928,ASD9,1,historical
ST R,STR5X2X0.25,9927,ASD9,1,historical
ST R,STR5X2X0.3125,9926,ASD9,1,historical
ST R,STR5X3X0.1875,9925,ASD9,1,historical
ST R,STR5X3X0.25,9924,ASD9,1,historical
ST R,STR5X3X0.3125,9923,ASD9,1,historical
ST R,STR5X3X0.375,9922,ASD9,1,historical
ST R,STR5X3X0.5,9921,ASD9,1,historical
ST R,STR5X4X0.1875,9920,ASD9,1,historical
ST R,STR5X4X0.25,9919,ASD9,1,historical
ST R,STR5X4X0.3125,9918,ASD9,1,historical
ST R,STR5X4X0.375,9917,ASD9,1,historical
ST R,STR6X2X0.1875,9916,ASD9,1,historical
ST R,STR6X2X0.25,9915,ASD9,1,historical
ST R,STR6X2X0.3125,9914,ASD9,1,historical
ST R,STR6X2X0.375,9913,ASD9,1,historical
ST R,STR6X3X0.1875,9912,ASD9,1,historical
ST R,STR6X3X0.25,9911,ASD9,1,historical
ST R,STR6X3X0.3125,9910,ASD9,1,historical
ST R,STR6X3X0.375,9909,ASD9,1,historical
ST R,STR6X4X0.1875,9908,ASD9,1,historical
ST R,STR6X4X0.25,9907,ASD9,1,historical
ST R,STR6X4X0.3125,9906,ASD9,1,historical
ST R,STR6X4X0.375,9905,ASD9,1,historical
ST R,STR6X4X0.5,9904,ASD9,1,historical
ST R,STR6X5X0.1875,9903,ASD9,1,historical
ST R,STR6X5X0.25,9902,ASD9,1,historical
ST R,STR6X5X0.3125,9901,ASD9,1,historical
ST R,STR6X5X0.375,9900,ASD9,1,historical
ST R,STR6X5X0.5,9899,ASD9,1,historical
ST R,STR7X2X0.1875,9898,ASD9,1,historical
ST R,STR7X2X0.25,9897,ASD9,1,historical
ST R,STR7X3X0.1875,9896,ASD9,1,historical
ST R,STR7X3X0.25,9895,ASD9,1,historical
ST R,STR7X3X0.3125,9894,ASD9,1,historical
ST R,STR7X3X0.375,9893,ASD9,1,historical
ST R,STR7X3X0.5,9892,ASD9,1,historical
ST R,STR7X4X0.1875,9891,ASD9,1,historical
ST R,STR7X4X0.25,9890,ASD9,1,historical
ST R,STR7X4X0.3125,9889,ASD9,1,historical
ST R,STR7X4X0.375,9888,ASD9,1,historical
ST R,STR7X4X0.5,9887,ASD9,1,historical
ST R,STR7X5X0.1875,9886,ASD9,1,historical
ST R,STR7X5X0.25,9885,ASD9,1,historical
ST R,STR7X5X0.3125,9884,ASD9,1,historical
ST R,STR7X5X0.375,9883,ASD9,1,historical
ST R,STR7X5X0.5,9882,ASD9,1,historical
ST R,STR8X2X0.1875,9881,ASD9,1,historical
ST R,STR8X2X0.25,9880,ASD9,1,historical
ST R,STR8X2X0.3125,9879,ASD9,1,historical
ST R,STR8X2X0.375,9878,ASD9,1,historical
ST R,STR8X3X0.1875,9877,ASD9,1,historical
ST R,STR8X3X0.25,9876,ASD9,1,historical
ST R,STR8X3X0.3125,9875,ASD9,1,historical
ST R,STR8X3X0.375,9874,ASD9,1,historical
ST R,STR8X3X0.5,9873,ASD9,1,historical
ST R,STR8X4X0.1875,9872,ASD9,1,historical
ST R,STR8X4X0.25,9871,ASD9,1,historical
ST R,STR8X4X0.3125,9870,ASD9,1,historical
ST R,STR8X4X0.375,9869,ASD9,1,historical
ST R,STR8X4X0.5,9868,ASD9,1,historical
ST R,STR8X4X0.5625,9867,ASD9,1,historical
ST R,STR8X6X0.1875,9866,ASD9,1,historical
ST R,STR8X6X0.25,9865,ASD9,1,historical
ST R,STR8X6X0.3125,9864,ASD9,1,historical
ST R,STR8X6X0.375,9863,ASD9,1,historical
ST R,STR8X6X0.5,9862,ASD9,1,historical
ST R,STR8X6X0.5625,9861,ASD9,1,historical
ST R,STR9X3X0.1875,9860,ASD9,1,historical
ST R,STR9X3X0.25,9859,ASD9,1,historical
ST R,STR9X3X0.3125,9858,ASD9,1,historical
ST R,STR9X3X0.375,9857,ASD9,1,historical
ST R,STR9X3X0.5,9856,ASD9,1,historical
ST R,STR9X5X0.1875,9855,ASD9,1,historical
ST R,STR9X5X0.25,9854,ASD9,1,historical
ST R,STR9X5X0.3125,9853,ASD9,1,historical
ST R,STR9X5X0.375,9852,ASD9,1,historical
ST R,STR9X5X0.5,9851,ASD9,1,historical
ST R,STR9X5X0.5625,9850,ASD9,1,historical
ST R,STR9X6X0.1875,9849,ASD9,1,historical
ST R,STR9X6X0.25,9848,ASD9,1,historical
ST R,STR9X6X0.3125,9847,ASD9,1,historical
ST R,STR9X6X0.375,9846,ASD9,1,historical
ST R,STR9X6X0.5,9845,ASD9,1,historical
ST R,STR9X6X0.5625,9844,ASD9,1,historical
ST R,STR9X6X0.625,9843,ASD9,1,historical
ST R,STR9X7X0.1875,9842,ASD9,1,historical
ST R,STR9X7X0.25,9841,ASD9,1,historical
ST R,STR9X7X0.3125,9840,ASD9,1,historical
ST R,STR9X7X0.375,9839,ASD9,1,historical
ST R,STR9X7X0.5,9838,ASD9,1,historical
ST R,STR9X7X0.5625,9837,ASD9,1,historical
ST R,STR9X7X0.625,9836,ASD9,1,historical
ST S,STS10X10X0.1875,9959,ASD9,1,historical
ST S,STS10X10X0.25,9958,ASD9,1,historical
ST S,STS10X10X0.3125,9957,ASD9,1,historical
ST S,STS10X10X0.375,9956,ASD9,1,historical
ST S,STS10X10X0.5,9955,ASD9,1,historical
ST S,STS10X10X0.5625,9954,ASD9,1,historical
ST S,STS10X10X0.625,9953,ASD9,1,historical
ST S,STS12X12X0.1875,9952,ASD9,1,historical
ST S,STS12X12X0.25,9951,ASD9,1,historical
ST S,STS12X12X0.3125,9950,ASD9,1,historical
ST S,STS12X12X0.375,9949,ASD9,1,historical
ST S,STS12X12X0.5,9948,ASD9,1,historical
ST S,STS12X12X0.625,9947,ASD9,1,historical
ST S,STS14X14X0.3125,9946,ASD9,1,historical
ST S,STS14X14X0.375,9945,ASD9,1,historical
ST S,STS14X14X0.5,9944,ASD9,1,historical
ST S,STS14X14X0.625,9943,ASD9,1,historical
ST S,STS16X16X0.3125,9942,ASD9,1,historical
ST S,STS16X16X0.375,9941,ASD9,1,historical
ST S,STS16X16X0.5,9940,ASD9,1,historical
ST S,STS16X16X0.625,9939,ASD9,1,historical
ST S,STS2.5X2.5X0.1875,10006,ASD9,1,historical
ST S,STS2.5X2.5X0.25,10005,ASD9,1,historical
ST S,STS2.5X2.5X0.3125,10004,ASD9,1,historical
ST S,STS2X2X0.1875,10009,ASD9,1,historical
ST S,STS2X2X0.25,10008,ASD9,1,historical
ST S,STS2X2X0.3125,10007,ASD9,1,historical
ST S,STS3.5X3.5X0.1875,10000,ASD9,1,historical
ST S,STS3.5X3.5X0.25,9999,ASD9,1,historical
ST S,STS3.5X3.5X0.3125,9998,ASD9,1,historical
ST S,STS3X3X0.1875,10003,ASD9,1,historical
ST S,STS3X3X0.25,10002,ASD9,1,historical
ST S,STS3X3X0.3125,10001,ASD9,1,historical
ST S,STS4.5X4.5X0.1875,9992,ASD9,1,historical
ST S,STS4.5X4.5X0.25,9991,ASD9,1,historical
ST S,STS4X4X0.1875,9997,ASD9,1,historical
ST S,STS4X4X0.25,9996,ASD9,1,historical
ST S,STS4X4X0.3125,9995,ASD9,1,historical
ST S,STS4X4X0.375,9994,ASD9,1,historical
ST S,STS4X4X0.5,9993,ASD9,1,historical
ST S,STS5X5X0.1875,9990,ASD9,1,historical
ST S,STS5X5X0.25,9989,ASD9,1,historical
ST S,STS5X5X0.3125,9988,ASD9,1,historical
ST S,STS5X5X0.375,9987,ASD9,1,historical
ST S,STS5X5X0.5,9986,ASD9,1,historical
ST S,STS6X6X0.1875,9985,ASD9,1,historical
ST S,STS6X6X0.25,9984,ASD9,1,historical
ST S,STS6X6X0.3125,9983,ASD9,1,historical
ST S,STS6X6X0.375,9982,ASD9,1,historical
ST S,STS6X6X0.5,9981,ASD9,1,historical
ST S,STS6X6X0.5625,9980,ASD9,1,historical
ST S,STS7X7X0.1875,9979,ASD9,1,historical
ST S,STS7X7X0.25,9978,ASD9,1,historical
ST S,STS7X7X0.3125,9977,ASD9,1,historical
ST S,STS7X7X0.375,9976,ASD9,1,historical
ST S,STS7X7X0.5,9975,ASD9,1,historical
ST S,STS7X7X0.5625,9974,ASD9,1,historical
ST S,STS8X8X0.1875,9973,ASD9,1,historical
ST S,STS8X8X0.25,9972,ASD9,1,historical
ST S,STS8X8X0.3125,9971,ASD9,1,historical
ST S,STS8X8X0.375,9970,ASD9,1,historical
ST S,STS8X8X0.5,9969,ASD9,1,historical
ST S,STS8X8X0.5625,9968,ASD9,1,historical
ST S,STS8X8X0.625,9967,ASD9,1,historical
ST S,STS9X9X0.1875,9966,ASD9,1,historical
ST S,STS9X9X0.25,9965,ASD9,1,historical
ST S,STS9X9X0.3125,9964,ASD9,1,historical
ST S,STS9X9X0.375,9963,ASD9,1,historical
ST S,STS9X9X0.5,9962,ASD9,1,historical
ST S,STS9X9X0.5625,9961,ASD9,1,historical
ST S,STS9X9X0.625,9960,ASD9,1,historical
T FS,TFS2.25X2.25,15299,ASD5,1,historical
T FS,TFS3X2.5,15296,ASD5,1,historical
T FS,TFS4X2.5,15293,ASD5,1,historical
T FS,TFS4X3,15292,ASD5,1,historical
T FS,TFS4X4,15291,ASD5,1,historical
T FS,TFS4X4.5,15290,ASD5,1,historical
T FS,TFS5X3,15289,ASD5,1,historical
T FS,TFS5X3.125,15288,ASD5,1,historical
U,U3X2.3125,14727,ASD6,1,historical
U,U4X2.5,14726,ASD6,2,historical
U,U6X2.5,14725,ASD6,2,historical
U,U7X3,14720,ASD6,2,historical
U,U81.875,15015,ASD6,1,historical
W,W10X100,243,15th,9,modern
W,W10X11.5,14314,ASD7,1,modern
W,W10X112,242,15th,9,modern
W,W10X12,259,15th,8,modern
W,W10X15,258,15th,9,modern
W,W10X17,257,15th,9,modern
W,W10X19,256,15th,9,modern
W,W10X21,14310,ASD7,1,modern
W,W10X22,255,15th,8,modern
W,W10X25,14309,ASD7,1,modern
W,W10X26,254,15th,8,modern
W,W10X29,14308,ASD7,1,modern
W,W10X30,253,15th,8,modern
W,W10X33,252,15th,9,modern
W,W10X39,251,15th,9,modern
W,W10X45,250,15th,9,modern
W,W10X49,249,15th,9,modern
W,W10X54,248,15th,9,modern
W,W10X60,247,15th,9,modern
W,W10X66,14301,ASD7,1,modern
W,W10X68,246,15th,8,modern
W,W10X72,14300,ASD7,1,modern
W,W10X77,245,15th,9,modern
W,W10X88,244,15th,8,modern
W,W10X89,14298,ASD7,1,modern
W,W12X106,224,15th,9,modern
W,W12X120,223,15th,9,modern
W,W12X133,14275,ASD7,1,modern
W,W12X136,222,15th,8,modern
W,W12X14,241,15th,9,modern
W,W12X152,221,15th,8,modern
W,W12X16,240,15th,8,modern
W,W12X16.5,14294,ASD7,1,modern
W,W12X161,14274,ASD7,1,modern
W,W12X170,220,15th,8,modern
W,W12X19,239,15th,9,modern
W,W12X190,219,15th,9,modern
W,W12X210,218,15th,6,modern
W,W12X210A,12089,LRFD1,2,modern
W,W12X22,238,15th,9,modern
W,W12X230,217,15th,6,modern
W,W12X230A,12088,LRFD1,2,modern
W,W12X252,216,15th,6,modern
W,W12X252A,12087,LRFD1,2,modern
W,W12X26,237,15th,8,modern
W,W12X27,14291,ASD7,1,modern
W,W12X279,215,15th,6,modern
W,W12X279A,12086,LRFD1,2,modern
W,W12X30,236,15th,8,modern
W,W12X305,214,15th,6,modern
W,W12X305A,12085,LRFD1,2,modern
W,W12X31,14290,ASD7,1,modern
W,W12X336,213,15th,6,modern
W,W12X336A,12084,LRFD1,2,modern
W,W12X35,235,15th,8,modern
W,W12X36,14289,ASD7,1,modern
W,W12X40,234,15th,9,modern
W,W12X45,233,15th,9,modern
W,W12X50,232,15th,9,modern
W,W12X53,231,15th,9,modern
W,W12X58,230,15th,9,modern
W,W12X65,229,15th,9,modern
W,W12X72,228,15th,9,modern
W,W12X79,227,15th,9,modern
W,W12X85,14280,ASD7,1,modern
W,W12X87,226,15th,8,modern
W,W12X92,14279,ASD7,1,modern
W,W12X96,225,15th,8,modern
W,W12X99,14278,ASD7,1,modern
W,W13X145,12066,LRFD1,1,modern
W,W13X159,12065,LRFD1,1,modern
W,W13X176,12064,LRFD1,1,modern
W,W13X193,12063,LRFD1,1,modern
W,W13X211,12062,LRFD1,1,modern
W,W13X233A,12061,LRFD1,1,modern
W,W13X257A,12060,LRFD1,1,modern
W,W13X283A,12059,LRFD1,1,modern
W,W13X311A,12058,LRFD1,1,modern
W,W13X342A,12057,LRFD1,1,modern
W,W13X370A,12056,LRFD1,1,modern
W,W13X398A,12055,LRFD1,1,modern
W,W13X426A,12054,LRFD1,1,modern
W,W14X103,14257,ASD7,1,modern
W,W14X109,198,15th,8,modern
W,W14X111,14256,ASD7,1,modern
W,W14X119,14255,ASD7,1,modern
W,W14X120,197,15th,8,modern
W,W14X127,14254,ASD7,1,modern
W,W14X132,196,15th,8,modern
W,W14X136,14253,ASD7,1,modern
W,W14X142,14251,ASD7,1,modern
W,W14X145,195,15th,7,modern
W,W14X150,14250,ASD7,1,modern
W,W14X158,14249,ASD7,1,modern
W,W14X159,194,15th,7,modern
W,W14X167,14248,ASD7,1,modern
W,W14X176,193,15th,8,modern
W,W14X184,14246,ASD7,1,modern
W,W14X193,192,15th,8,modern
W,W14X202,14244,ASD7,1,modern
W,W14X211,191,15th,8,modern
W,W14X219,14242,ASD7,1,modern
W,W14X22,212,15th,9,modern
W,W14X228,14241,ASD7,1,modern
W,W14X233,190,15th,6,modern
W,W14X233A,10886,ASD9,1,modern
W,W14X237,14240,ASD7,1,modern
W,W14X246,14239,ASD7,1,modern
W,W14X257,189,15th,6,modern
W,W14X257A,10885,ASD9,1,modern
W,W14X26,211,15th,9,modern
W,W14X264,14238,ASD7,1,modern
W,W14X283,188,15th,6,modern
W,W14X283A,10884,ASD9,1,modern
W,W14X287,14237,ASD7,1,modern
W,W14X30,210,15th,9,modern
W,W14X311,187,15th,6,modern
W,W14X311A,10883,ASD9,1,modern
W,W14X314,14236,ASD7,1,modern
W,W14X320,14252,ASD7,1,modern
W,W14X34,209,15th,9,modern
W,W14X342,186,15th,7,modern
W,W14X342A,10882,ASD9,1,modern
W,W14X370,185,15th,7,modern
W,W14X370A,10881,ASD9,1,modern
W,W14X38,208,15th,9,modern
W,W14X398,184,15th,7,modern
W,W14X398A,10880,ASD9,1,modern
W,W14X426,183,15th,7,modern
W,W14X426A,10879,ASD9,1,modern
W,W14X43,207,15th,9,modern
W,W14X455,182,15th,7,modern
W,W14X455A,12053,LRFD1,2,modern
W,W14X48,206,15th,9,modern
W,W14X500,181,15th,7,modern
W,W14X500A,12052,LRFD1,2,modern
W,W14X53,205,15th,9,modern
W,W14X550,180,15th,7,modern
W,W14X550A,12051,LRFD1,2,modern
W,W14X605,179,15th,7,modern
W,W14X605A,12050,LRFD1,2,modern
W,W14X61,204,15th,9,modern
W,W14X665,178,15th,7,modern
W,W14X665A,12049,LRFD1,2,modern
W,W14X68,203,15th,9,modern
W,W14X730,177,15th,7,modern
W,W14X730A,12048,LRFD1,2,modern
W,W14X74,202,15th,9,modern
W,W14X78,14261,ASD7,1,modern
W,W14X808,176,15th,3,modern
W,W14X82,201,15th,8,modern
W,W14X84,14260,ASD7,1,modern
W,W14X87,14259,ASD7,1,modern
W,W14X873,175,15th,1,modern
W,W14X90,200,15th,8,modern
W,W14X95,14258,ASD7,1,modern
W,W14X99,199,15th,8,modern
W,W16X100,164,15th,7,modern
W,W16X26,174,15th,9,modern
W,W16X31,173,15th,9,modern
W,W16X36,172,15th,9,modern
W,W16X40,171,15th,9,modern
W,W16X400,10862,ASD9,1,modern
W,W16X45,170,15th,9,modern
W,W16X50,169,15th,9,modern
W,W16X57,168,15th,8,modern
W,W16X58,14219,ASD7,1,modern
W,W16X64,14218,ASD7,1,modern
W,W16X71,14217,ASD7,1,modern
W,W16X77,166,15th,8,modern
W,W16X78,14216,ASD7,1,modern
W,W16X88,14215,ASD7,1,modern
W,W16X89,165,15th,8,modern
W,W16X96,14214,ASD7,1,modern
W,W18X105,14202,ASD7,1,modern
W,W18X106,152,15th,8,modern
W,W18X114,14201,ASD7,1,modern
W,W18X119,151,15th,8,modern
W,W18X130,150,15th,7,modern
W,W18X143,149,15th,7,modern
W,W18X158,148,15th,7,modern
W,W18X175,147,15th,7,modern
W,W18X192,146,15th,6,modern
W,W18X211,145,15th,4,modern
W,W18X211A,12018,LRFD1,2,modern
W,W18X234,144,15th,4,modern
W,W18X234A,12017,LRFD1,2,modern
W,W18X258,143,15th,4,modern
W,W18X258A,12016,LRFD1,2,modern
W,W18X283,142,15th,4,modern
W,W18X283A,12015,LRFD1,2,modern
W,W18X311,141,15th,4,modern
W,W18X311A,12014,LRFD1,2,modern
W,W18X35,163,15th,9,modern
W,W18X40,162,15th,9,modern
W,W18X45,14211,ASD7,1,modern
W,W18X46,161,15th,8,modern
W,W18X50,160,15th,9,modern
W,W18X55,159,15th,9,modern
W,W18X60,158,15th,9,modern
W,W18X64,14207,ASD7,1,modern
W,W18X65,157,15th,8,modern
W,W18X70,14206,ASD7,1,modern
W,W18X71,156,15th,8,modern
W,W18X76,155,15th,8,modern
W,W18X77,14205,ASD7,1,modern
W,W18X85,14204,ASD7,1,modern
W,W18X86,154,15th,8,modern
W,W18X96,14203,ASD7,1,modern
W,W18X97,153,15th,8,modern
W,W21X101,130,15th,8,modern
W,W21X111,129,15th,8,modern
W,W21X112,14192,ASD7,1,modern
W,W21X122,128,15th,8,modern
W,W21X127,14191,ASD7,1,modern
W,W21X132,127,15th,8,modern
W,W21X142,14190,ASD7,1,modern
W,W21X147,126,15th,8,modern
W,W21X166,125,15th,7,modern
W,W21X182,124,15th,7,modern
W,W21X201,123,15th,7,modern
W,W21X223,122,15th,3,modern
W,W21X248,121,15th,1,modern
W,W21X248A,11996,LRFD1,2,modern
W,W21X275,120,15th,1,modern
W,W21X275A,11995,LRFD1,2,modern
W,W21X300A,11994,LRFD1,2,modern
W,W21X333A,11993,LRFD1,2,modern
W,W21X364A,11992,LRFD1,2,modern
W,W21X402A,11991,LRFD1,2,modern
W,W21X44,140,15th,9,modern
W,W21X48,137,15th,4,modern
W,W21X49,14199,ASD7,1,modern
W,W21X50,139,15th,8,modern
W,W21X55,136,15th,5,modern
W,W21X57,138,15th,8,modern
W,W21X62,135,15th,9,modern
W,W21X68,134,15th,9,modern
W,W21X73,133,15th,9,modern
W,W21X82,14194,ASD7,1,modern
W,W21X83,132,15th,8,modern
W,W21X93,131,15th,8,modern
W,W21X96,14193,ASD7,1,modern
W,W24X100,14183,ASD7,1,modern
W,W24X103,113,15th,5,modern
W,W24X103B,11984,LRFD1,2,modern
W,W24X104,112,15th,8,modern
W,W24X110,14182,ASD7,1,modern
W,W24X117,111,15th,8,modern
W,W24X120,14181,ASD7,1,modern
W,W24X130,14180,ASD7,1,modern
W,W24X131,110,15th,8,modern
W,W24X145,14179,ASD7,1,modern
W,W24X146,109,15th,8,modern
W,W24X160,14178,ASD7,1,modern
W,W24X162,108,15th,8,modern
W,W24X176,107,15th,7,modern
W,W24X192,106,15th,7,modern
W,W24X207,105,15th,7,modern
W,W24X229,104,15th,7,modern
W,W24X250,103,15th,5,modern
W,W24X250A,11974,LRFD1,2,modern
W,W24X279,102,15th,5,modern
W,W24X279A,11973,LRFD1,2,modern
W,W24X306,101,15th,4,modern
W,W24X306A,11972,LRFD1,2,modern
W,W24X335,100,15th,5,modern
W,W24X335A,11971,LRFD1,2,modern
W,W24X370,99,15th,4,modern
W,W24X370A,11970,LRFD1,2,modern
W,W24X408,8078,LRFD2,1,modern
W,W24X408A,11969,LRFD1,2,modern
W,W24X450A,11968,LRFD1,2,modern
W,W24X492,8077,LRFD2,1,modern
W,W24X492A,11967,LRFD1,2,modern
W,W24X55,119,15th,9,modern
W,W24X61,14188,ASD7,1,modern
W,W24X62,118,15th,7,modern
W,W24X76,116,15th,9,modern
W,W24X84,115,15th,9,modern
W,W24X94,114,15th,9,modern
W,W27X102,96,15th,9,modern
W,W27X114,95,15th,9,modern
W,W27X129,94,15th,5,modern
W,W27X129B,11962,LRFD1,2,modern
W,W27X145,14173,ASD7,1,modern
W,W27X146,93,15th,8,modern
W,W27X160,14172,ASD7,1,modern
W,W27X161,92,15th,8,modern
W,W27X177,14171,ASD7,1,modern
W,W27X178,91,15th,8,modern
W,W27X194,90,15th,7,modern
W,W27X217,89,15th,7,modern
W,W27X235,88,15th,7,modern
W,W27X258,87,15th,6,modern
W,W27X28,11955,LRFD1,1,modern
W,W27X281,86,15th,4,modern
W,W27X281A,11954,LRFD1,2,modern
W,W27X307,85,15th,5,modern
W,W27X307A,11953,LRFD1,2,modern
W,W27X336,84,15th,4,modern
W,W27X336A,11952,LRFD1,2,modern
W,W27X368,83,15th,5,modern
W,W27X368A,11951,LRFD1,2,modern
W,W27X407A,11950,LRFD1,2,modern
W,W27X448,8062,LRFD2,1,modern
W,W27X448A,11949,LRFD1,2,modern
W,W27X494A,11948,LRFD1,2,modern
W,W27X539,82,15th,5,modern
W,W27X539A,11947,LRFD1,2,modern
W,W27X84,98,15th,9,modern
W,W27X94,97,15th,9,modern
W,W30X108,79,15th,9,modern
W,W30X116,78,15th,9,modern
W,W30X124,77,15th,9,modern
W,W30X132,76,15th,9,modern
W,W30X148,75,15th,5,modern
W,W30X148B,11940,LRFD1,2,modern
W,W30X172,14165,ASD7,1,modern
W,W30X173,74,15th,8,modern
W,W30X190,14164,ASD7,1,modern
W,W30X191,73,15th,8,modern
W,W30X210,14163,ASD7,1,modern
W,W30X211,72,15th,8,modern
W,W30X235,71,15th,7,modern
W,W30X261,70,15th,7,modern
W,W30X292,69,15th,5,modern
W,W30X292A,11934,LRFD1,2,modern
W,W30X326,68,15th,5,modern
W,W30X326A,11933,LRFD1,2,modern
W,W30X357,67,15th,4,modern
W,W30X357A,11932,LRFD1,2,modern
W,W30X391,66,15th,5,modern
W,W30X391A,11931,LRFD1,2,modern
W,W30X433A,11930,LRFD1,2,modern
W,W30X477,8045,LRFD2,1,modern
W,W30X477A,11929,LRFD1,2,modern
W,W30X526A,11928,LRFD1,2,modern
W,W30X581A,11927,LRFD1,2,modern
W,W30X90,81,15th,7,modern
W,W30X99,80,15th,9,modern
W,W33X118,65,15th,9,modern
W,W33X130,64,15th,9,modern
W,W33X141,63,15th,9,modern
W,W33X152,62,15th,9,modern
W,W33X169,61,15th,5,modern
W,W33X169B,11922,LRFD1,2,modern
W,W33X200,14158,ASD7,1,modern
W,W33X201,60,15th,8,modern
W,W33X220,14157,ASD7,1,modern
W,W33X221,59,15th,8,modern
W,W33X240,14156,ASD7,1,modern
W,W33X241,58,15th,8,modern
W,W33X263,57,15th,7,modern
W,W33X291,56,15th,7,modern
W,W33X318,55,15th,6,modern
W,W33X318A,10741,ASD9,1,modern
W,W33X354,54,15th,6,modern
W,W33X354A,10740,ASD9,1,modern
W,W33X387,53,15th,4,modern
