family,designation,source_row_id,source_edition,A,d,W
2L,2L8X6X1/2X3/8LLBB,3115,14th,13.6,6.00,46.0
2L,2L8X6X1/2X3/8LLBB,1084,15th,13.6,8.00,46.0
2L,2L8X6X1/2X3/8LLBB,8912,LRFD2,13.5000,8.0000,46.0000
2L,2L8X6X1/2X3/8LLBB,7046,LRFD3,13.6,8,46.3
2L,2L8X6X1LLBB,5085,13th,26.1,8.00,88.4
2L,2L8X6X1LLBB,3099,14th,26.2,6.00,88.4
2L,2L8X6X1LLBB,1068,15th,26.2,8.00,88.4
2L,2L8X6X1LLBB,8905,LRFD2,26.0000,8.0000,88.4000
2L,2L8X6X1LLBB,7030,LRFD3,26.1,8,88.8
2L,2L8X6X1X3/4LLBB,5087,13th,26.1,8.00,88.4
2L,2L8X6X1X3/4LLBB,3101,14th,26.2,6.00,88.4
2L,2L8X6X1X3/4LLBB,1070,15th,26.2,8.00,88.4
2L,2L8X6X1X3/4LLBB,8907,LRFD2,26.0000,8.0000,88.4000
2L,2L8X6X1X3/4LLBB,7032,LRFD3,26.1,8,88.8
2L,2L8X6X1X3/8LLBB,5086,13th,26.1,8.00,88.4
2L,2L8X6X1X3/8LLBB,3100,14th,26.2,6.00,88.4
2L,2L8X6X1X3/8LLBB,1069,15th,26.2,8.00,88.4
2L,2L8X6X1X3/8LLBB,8906,LRFD2,26.0000,8.0000,88.4000
2L,2L8X6X1X3/8LLBB,7031,LRFD3,26.1,8,88.8
2L,2L8X6X3/4LLBB,5091,13th,20.0,8.00,67.6
2L,2L8X6X3/4LLBB,3105,14th,20.0,6.00,67.6
2L,2L8X6X3/4LLBB,1074,15th,20.0,8.00,67.6
2L,2L8X6X3/4LLBB,8908,LRFD2,19.9000,8.0000,67.6000
2L,2L8X6X3/4LLBB,7036,LRFD3,20,8,68
2L,2L8X6X3/4X3/4LLBB,5093,13th,20.0,8.00,67.6
2L,2L8X6X3/4X3/4LLBB,3107,14th,20.0,6.00,67.6
2L,2L8X6X3/4X3/4LLBB,1076,15th,20.0,8.00,67.6
2L,2L8X6X3/4X3/4LLBB,8910,LRFD2,19.9000,8.0000,67.6000
2L,2L8X6X3/4X3/4LLBB,7038,LRFD3,20,8,68
2L,2L8X6X3/4X3/8LLBB,5092,13th,20.0,8.00,67.6
2L,2L8X6X3/4X3/8LLBB,3106,14th,20.0,6.00,67.6
2L,2L8X6X3/4X3/8LLBB,1075,15th,20.0,8.00,67.6
2L,2L8X6X3/4X3/8LLBB,8909,LRFD2,19.9000,8.0000,67.6000
2L,2L8X6X3/4X3/8LLBB,7037,LRFD3,20,8,68
2L,2L8X6X5/8LLBB,5094,13th,16.8,8.00,57.0
2L,2L8X6X5/8LLBB,3108,14th,16.8,6.00,57.0
2L,2L8X6X5/8LLBB,1077,15th,16.8,8.00,57.0
2L,2L8X6X5/8LLBB,7039,LRFD3,16.8,8,57.3
2L,2L8X6X5/8X3/4LLBB,5096,13th,16.8,8.00,57.0
2L,2L8X6X5/8X3/4LLBB,3110,14th,16.8,6.00,57.0
2L,2L8X6X5/8X3/4LLBB,1079,15th,16.8,8.00,57.0
2L,2L8X6X5/8X3/4LLBB,7041,LRFD3,16.8,8,57.3
2L,2L8X6X5/8X3/8LLBB,5095,13th,16.8,8.00,57.0
2L,2L8X6X5/8X3/8LLBB,3109,14th,16.8,6.00,57.0
2L,2L8X6X5/8X3/8LLBB,1078,15th,16.8,8.00,57.0
2L,2L8X6X5/8X3/8LLBB,7040,LRFD3,16.8,8,57.3
2L,2L8X6X7/16LLBB,5103,13th,12.0,8.00,40.4
2L,2L8X6X7/16LLBB,3117,14th,12.0,6.00,40.4
2L,2L8X6X7/16LLBB,1086,15th,12.0,8.00,40.4
2L,2L8X6X7/16LLBB,7048,LRFD3,12,8,40.7
2L,2L8X6X7/16X3/4LLBB,5105,13th,12.0,8.00,40.4
2L,2L8X6X7/16X3/4LLBB,3119,14th,12.0,6.00,40.4
2L,2L8X6X7/16X3/4LLBB,1088,15th,12.0,8.00,40.4
2L,2L8X6X7/16X3/4LLBB,7050,LRFD3,12,8,40.7
2L,2L8X6X7/16X3/8LLBB,5104,13th,12.0,8.00,40.4
2L,2L8X6X7/16X3/8LLBB,3118,14th,12.0,6.00,40.4
2L,2L8X6X7/16X3/8LLBB,1087,15th,12.0,8.00,40.4
2L,2L8X6X7/16X3/8LLBB,7049,LRFD3,12,8,40.7
2L,2L8X6X7/8LLBB,5088,13th,23.1,8.00,78.2
2L,2L8X6X7/8LLBB,3102,14th,23.0,6.00,78.2
2L,2L8X6X7/8LLBB,1071,15th,23.0,8.00,78.2
2L,2L8X6X7/8LLBB,7033,LRFD3,23.1,8,78.5
2L,2L8X6X7/8X3/4LLBB,5090,13th,23.1,8.00,78.2
2L,2L8X6X7/8X3/4LLBB,3104,14th,23.0,6.00,78.2
2L,2L8X6X7/8X3/4LLBB,1073,15th,23.0,8.00,78.2
2L,2L8X6X7/8X3/4LLBB,7035,LRFD3,23.1,8,78.5
2L,2L8X6X7/8X3/8LLBB,5089,13th,23.1,8.00,78.2
2L,2L8X6X7/8X3/8LLBB,3103,14th,23.0,6.00,78.2
2L,2L8X6X7/8X3/8LLBB,1072,15th,23.0,8.00,78.2
2L,2L8X6X7/8X3/8LLBB,7034,LRFD3,23.1,8,78.5
2L,2L8X6X9/16LLBB,5097,13th,15.2,8.00,51.4
2L,2L8X6X9/16LLBB,3111,14th,15.2,6.00,51.4
2L,2L8X6X9/16LLBB,1080,15th,15.2,8.00,51.4
2L,2L8X6X9/16LLBB,7042,LRFD3,15.2,8,51.8
2L,2L8X6X9/16X3/4LLBB,5099,13th,15.2,8.00,51.4
2L,2L8X6X9/16X3/4LLBB,3113,14th,15.2,6.00,51.4
2L,2L8X6X9/16X3/4LLBB,1082,15th,15.2,8.00,51.4
2L,2L8X6X9/16X3/4LLBB,7044,LRFD3,15.2,8,51.8
2L,2L8X6X9/16X3/8LLBB,5098,13th,15.2,8.00,51.4
2L,2L8X6X9/16X3/8LLBB,3112,14th,15.2,6.00,51.4
2L,2L8X6X9/16X3/8LLBB,1081,15th,15.2,8.00,51.4
2L,2L8X6X9/16X3/8LLBB,7043,LRFD3,15.2,8,51.8
2L,2L8X8,14649,ASD6,33.46,–,113.8
2L,2L8X8,14650,ASD6,30.00,–,102.0
2L,2L8X8,14651,ASD6,26.46,–,90.0
2L,2L8X8,14652,ASD6,22.88,–,77.8
2L,2L8X8,14653,ASD6,19.22,–,65.4
2L,2L8X8,14654,ASD6,17.36,–,59.2
2L,2L8X8,14655,ASD6,15.50,–,52.8
2L,2L8X8X0.75,13787,ASD7,22.9,–,77.8
2L,2L8X8X0.75,13793,ASD7,16.9,–,57.4
2L,2L8X8X0.75,12372,ASD8,22.9,–,77.8
2L,2L8X8X0.75,10050,ASD9,22.9,–,77.8
2L,2L8X8X0.75,11199,LRFD1,22.9,–,77.8
2L,2L9X4,14481,ASD6,24.00,–,81.6
2L,2L9X4,14482,ASD6,21.22,–,72.2
2L,2L9X4,14483,ASD6,18.38,–,62.6
2L,2L9X4,14484,ASD6,15.46,–,52.6
2L,2L9X4,14485,ASD6,14.00,–,47.6
2L,2L9X4,14486,ASD6,12.50,–,42.6
2L,2L9X4,14565,ASD6,24.00,–,81.6
2L,2L9X4,14566,ASD6,21.22,–,72.2
2L,2L9X4,14567,ASD6,18.38,–,62.6
2L,2L9X4,14568,ASD6,15.46,–,52.6
2L,2L9X4,14569,ASD6,14.00,–,47.6
2L,2L9X4,14570,ASD6,12.50,–,42.6
B,B10,17665,Historic,8.61,10.25,29.0
B,B10,17669,Historic,8.41,10.19,28.5
B,B10,17670,Historic,8.34,10.00,28.5
B,B10,17671,Historic,8.05,10.00,27.5
B,B10,17672,Historic,7.68,10.09,26.0
B,B10,17673,Historic,7.65,10.12,26.0
B,B10,17678,Historic,7.61,10.09,26.0
B,B10,17682,Historic,7.15,10.00,24.5
B,B10,17683,Historic,6.96,10.00,23.5
B,B10,17684,Historic,6.94,10.00,23.5
B,B10,17685,Historic,6.89,10.00,23.5
B,B10,17690,Historic,6.76,10.00,23.0
B,B10,17692,Historic,6.65,10.00,22.5
B,B10,17697,Historic,6.28,9.90,21.0
B,B10,17698,Historic,6.24,9.91,21.0
B,B10X4,15072,ASD6,5.61,10.25,19
B,B10X4,15073,ASD6,4.98,10.12,17
B,B10X4,15074,ASD6,4.40,10.00,15
B,B10X4,15075,ASD6,3.39,9.87,11.5
B,B12,17581,Historic,10.58,12.25,36.0
B,B12,17584,Historic,9.44,12.00,32.0
B,B12,17586,Historic,9.42,12.12,32.0
B,B12,17590,Historic,9.36,12.12,31.5
B,B12,17591,Historic,9.13,12.00,31.0
B,B12,17594,Historic,9.02,12.06,31.0
B,B12,17596,Historic,8.42,12.00,28.5
B,B12,17597,Historic,8.41,12.00,28.5
B,B12,17598,Historic,8.40,12.00,28.5
B,B12,17599,Historic,8.28,12.00,28.0
B,B12,17609,Historic,7.44,11.88,25.0
B,B12,17612,Historic,7.38,11.87,25.0
B,B12,17613,Historic,7.37,11.84,25.0
B,B12A,17561,Historic,14.28,12.25,48.5
B,B12A,17566,Historic,13.10,12.25,44.5
B,B12A,17567,Historic,12.97,12.12,44.0
B,B12A,17568,Historic,11.84,12.12,40.0
B,B12A,17569,Historic,11.80,12.00,40.0
B,B12A,17574,Historic,10.60,12.00,36.5
B,B12A,17575,Historic,10.63,12.00,36.0
B,B12A,17576,Historic,10.61,12.00,36.0
B,B12X4,15065,ASD6,6.47,12.31,22
B,B12X4,15066,ASD6,5.62,12.16,19
B,B12X4,15067,ASD6,4.86,12.00,16.5
B,B12X4,15068,ASD6,4.14,11.91,14
B,B14,17477,Historic,12.46,14.25,42.0
B,B14,17478,Historic,12.40,14.12,42.0
B,B14,17479,Historic,12.38,14.25,42.0
B,B14,17489,Historic,11.07,14.12,37.5
B,B14,17490,Historic,11.02,14.00,37.5
B,B14,17491,Historic,10.93,14.12,37.0
B,B14,17496,Historic,9.73,13.88,33.0
B,B14,17498,Historic,9.70,14.00,33.0
B,B14,17501,Historic,8.89,13.88,30.0
B,B14X5,15062,ASD6,7.65,13.89,26
B,B14X5,15063,ASD6,6.47,13.72,22
B,B15,17387,Historic,14.43,15.25,49.0
B,B15,17390,Historic,13.52,15.00,46.0
B,B15,17391,Historic,13.46,15.00,46.0
B,B15,17392,Historic,12.94,15.12,44.0
B,B15,17394,Historic,12.50,15.09,42.5
B,B15,17395,Historic,12.39,15.09,42.5
B,B15,17396,Historic,12.41,15.00,42.0
B,B15,17397,Historic,12.02,15.00,41.0
B,B15,17398,Historic,11.80,15.03,40.0
B,B15,17399,Historic,11.68,15.03,40.0
B,B15,17401,Historic,11.45,15.00,39.0
B,B15,17402,Historic,11.37,15.00,38.5
B,B15,17403,Historic,11.27,15.00,38.5
B,B15,17404,Historic,11.26,15.00,38.5
B,B15,17405,Historic,11.27,15.00,38.0
B,B15,17406,Historic,11.21,15.00,38.0
B,B15,17410,Historic,10.61,14.91,36.0
B,B15,17411,Historic,10.34,14.88,35.0
B,B15A,17361,Historic,21.20,15.31,72.0
B,B15A,17370,Historic,19.38,15.16,66.0
B,B15A,17372,Historic,18.85,15.00,64.0
B,B15A,17373,Historic,18.81,15.00,64.0
B,B15A,17375,Historic,17.58,15.00,60.0
B,B15A,17376,Historic,17.49,15.12,59.5
B,B15A,17377,Historic,17.32,15.12,59.5
B,B15A,17379,Historic,16.16,14.88,55.0
B,B15A,17380,Historic,16.05,15.00,54.5
B,B15A,17381,Historic,15.88,15.00,54.5
B,B15A,17382,Historic,15.87,15.00,54.5
B,B15A,17383,Historic,15.88,15.00,54.0
B,B15A,17384,Historic,15.85,15.00,54.0
B,B15A,17385,Historic,14.84,14.88,50.5
B,B15A,17386,Historic,14.66,14.88,50.5
B,B15A,17389,Historic,13.63,14.75,46.0
B,B15B,17360,Historic,21.27,15.00,72.0
B,B15B,17363,Historic,20.95,15.00,71.5
B,B15B,17364,Historic,21.04,15.00,71.5
B,B15B,17365,Historic,20.79,15.00,71.5
B,B15B,17366,Historic,20.95,15.00,71.0
B,B16,17298,Historic,14.78,16.25,50.0
B,B16,17299,Historic,14.72,16.12,50.0
B,B16,17305,Historic,13.26,16.12,45.0
B,B16,17310,Historic,13.20,16.00,45.0
B,B16,17312,Historic,11.83,16.00,40.0
B,B16,17314,Historic,11.78,15.88,40.0
B,B16,17321,Historic,10.88,15.88,37.0
B,B16,17324,Historic,10.29,15.81,35.0
B,B16A,17279,Historic,21.07,16.25,71.5
B,B16A,17283,Historic,19.99,16.25,68.0
B,B16A,17285,Historic,19.40,16.12,66.0
B,B16A,17288,Historic,18.55,16.12,63.0
B,B16A,17291,Historic,17.89,16.00,60.5
B,B16A,17294,Historic,17.05,16.00,58.0
B,B16A,17297,Historic,16.63,15.88,56.5
B,B16X5.5,15060,ASD6,9.12,15.84,31
B,B16X5.5,15061,ASD6,7.65,15.65,26
B,B18,17214,Historic,17.40,18.00,59.0
B,B18,17215,Historic,17.29,18.00,58.5
B,B18,17217,Historic,16.81,18.25,57.0
B,B18,17221,Historic,16.06,18.12,54.5
B,B18,17222,Historic,15.95,18.12,54.5
B,B18,17223,Historic,15.87,18.00,54.5
B,B18,17224,Historic,15.87,18.00,54.0
B,B18,17225,Historic,15.40,18.00,52.5
B,B18,17226,Historic,15.34,18.06,52.0
B,B18,17229,Historic,15.29,18.12,52.0
B,B18,17230,Historic,15.24,18.00,52.0
B,B18,17231,Historic,15.22,18.06,52.0
B,B18,17235,Historic,14.47,18.06,49.0
B,B18,17236,Historic,14.44,18.00,49.0
B,B18,17238,Historic,14.32,18.00,49.0
B,B18,17239,Historic,14.25,18.00,49.0
B,B18,17240,Historic,14.25,18.00,48.5
B,B18,17241,Historic,14.23,18.00,48.5
B,B18,17244,Historic,13.90,17.94,47.0
B,B18,17245,Historic,13.84,18.00,47.0
B,B18A,17191,Historic,22.70,18.16,77.0
B,B18A,17195,Historic,21.79,18.12,74.0
B,B18A,17196,Historic,21.61,18.12,74.0
B,B18A,17199,Historic,20.58,18.00,70.0
B,B18A,17202,Historic,20.37,18.00,69.0
B,B18A,17203,Historic,20.20,18.00,69.0
B,B18A,17205,Historic,18.97,17.88,64.5
B,B18A,17206,Historic,18.79,17.88,64.5
B,B18A,17208,Historic,18.81,17.87,64.0
B,B18A,17213,Historic,17.48,17.75,59.0
B,B20,17007,Historic,20.88,24.00,71.0
B,B20,17143,Historic,20.26,20.00,69.0
B,B20,17145,Historic,19.95,20.00,68.0
B,B20,17147,Historic,19.08,20.25,65.0
B,B20,17148,Historic,18.86,20.00,64.5
B,B20,17149,Historic,18.79,20.12,64.5
B,B20,17150,Historic,18.86,20.00,64.0
B,B20,17151,Historic,18.55,20.00,63.0
B,B20,17152,Historic,18.11,20.06,62.0
B,B20,17154,Historic,17.65,20.00,60.0
B,B20,17155,Historic,17.63,20.12,60.0
B,B20,17156,Historic,17.36,20.00,59.5
B,B20,17157,Historic,17.33,20.00,59.5
B,B20,17158,Historic,17.36,20.00,59.0
B,B20,17159,Historic,17.15,20.00,58.5
B,B20,17160,Historic,16.51,19.88,56.0
B,B20,17162,Historic,16.16,20.00,55.0
B,B20A,17128,Historic,28.89,20.38,98.0
B,B20A,17131,Historic,25.86,20.18,88.0
B,B20A,17132,Historic,24.23,20.00,82.0
B,B20A,17133,Historic,24.17,20.00,82.0
B,B20A,17134,Historic,23.54,20.00,80.0
B,B20A,17136,Historic,22.77,20.09,78.0
B,B20A,17138,Historic,21.76,19.88,74.0
B,B20A,17139,Historic,21.37,20.00,73.0
B,B20A,17140,Historic,21.37,20.00,73.0
B,B20A,17141,Historic,21.43,20.00,72.0
B,B20A,17142,Historic,21.37,20.00,72.0
B,B20A,17144,Historic,20.12,19.88,68.5
B,B22,17029,Historic,21.52,22.38,73.0
B,B22,17030,Historic,21.51,22.25,73.0
B,B22,17031,Historic,20.88,22.12,71.5
B,B22,17032,Historic,20.04,22.06,68.5
B,B22,17033,Historic,19.84,22.12,67.5
B,B22,17034,Historic,19.74,22.25,67.0
B,B22,17035,Historic,19.08,22.00,65.5
B,B22,17036,Historic,18.38,22.00,62.5
B,B22,17037,Historic,18.19,22.12,62.0
B,B22,17038,Historic,17.14,21.88,58.0
B,B22,17039,Historic,17.10,21.81,58.0
B,B22,17040,Historic,17.06,22.00,58.0
B,B22,17041,Historic,16.04,21.75,54.5
B,B22,17098,Historic,16.90,21.00,58.0
B,B22A,17021,Historic,28.38,22.25,96.5
B,B22A,17022,Historic,28.21,22.25,96.0
B,B22A,17023,Historic,26.28,22.12,89.0
B,B22A,17024,Historic,26.23,22.12,89.0
B,B22A,17025,Historic,24.51,22.00,83.0
B,B22A,17026,Historic,24.45,22.00,83.0
B,B22A,17027,Historic,22.74,21.88,77.0
B,B22A,17028,Historic,22.67,21.89,77.0
B,B24,16986,Historic,24.59,24.00,83.0
B,B24,16987,Historic,24.33,24.00,82.0
B,B24,16988,Historic,23.86,24.12,81.0
B,B24,16992,Historic,23.35,24.09,79.5
B,B24,16993,Historic,23.17,24.09,79.5
B,B24,16998,Historic,21.81,24.00,74.0
B,B24,17003,Historic,21.70,24.00,73.5
B,B24,17004,Historic,21.52,24.00,73.5
B,B24,17005,Historic,21.47,24.00,73.5
B,B24,17006,Historic,21.21,24.00,72.0
B,B24,17008,Historic,20.61,23.88,70.0
B,B24,17011,Historic,20.62,23.88,70.0
B,B24,17413,Historic,10.22,15.00,35.0
B,B24A,16971,Historic,27.36,24.26,93.0
B,B24A,16973,Historic,26.47,24.12,90.5
B,B24A,16976,Historic,24.99,24.12,85.0
B,B24A,16979,Historic,24.97,24.00,84.5
B,B24A,16980,Historic,24.80,24.00,84.5
B,B24A,16981,Historic,24.75,24.00,84.5
B,B24A,16982,Historic,24.80,24.00,84.0
B,B24A,16983,Historic,24.79,24.00,84.0
B,B24B,16957,Historic,30.88,24.09,104.5
B,B24B,16964,Historic,29.40,24.00,99.5
B,B24B,16965,Historic,29.15,24.00,99.5
B,B24B,16966,Historic,28.05,23.91,95.5
B,B24B,16967,Historic,27.79,23.91,95.5
B,B26,16894,Historic,29.69,26.31,101.0
B,B26,16895,Historic,28.69,26.12,98.0
B,B26,16896,Historic,28.47,26.12,98.0
B,B26,16897,Historic,26.83,26.12,91.0
B,B26,16898,Historic,26.76,26.00,91.0
B,B26,16899,Historic,26.55,26.00,91.0
B,B26,16900,Historic,26.49,26.00,91.0
B,B26,16901,Historic,26.63,26.00,90.0
B,B26,16902,Historic,26.49,26.00,90.0
B,B26,16903,Historic,25.11,25.88,85.5
B,B26,16904,Historic,24.89,25.88,85.5
B,B26,16905,Historic,25.04,26.00,85.0
B,B26,16906,Historic,23.90,25.78,81.0
B,B26,17696,Historic,6.42,10.00,22.0
B,B28,16824,Historic,39.09,28.59,133.0
B,B28,16825,Historic,35.11,28.38,119.0
B,B28,16826,Historic,32.98,28.12,113.0
B,B28,16827,Historic,32.95,28.25,112.0
B,B28,16828,Historic,30.93,28.00,106.0
B,B28,16829,Historic,30.88,28.00,106.0
B,B28,16830,Historic,31.04,28.00,105.0
B,B28,16831,Historic,30.88,28.00,105.0
B,B28,16832,Historic,30.66,28.12,104.0
B,B28,16833,Historic,29.18,27.88,100.0
B,B28,16834,Historic,28.61,28.00,97.0
B,B28,16835,Historic,27.02,27.75,92.0
B,B28,16836,Historic,26.86,27.88,91.0
B,B28,16837,Historic,24.96,27.69,85.0
B,B30,16775,Historic,48.00,30.65,163.0
B,B30,16777,Historic,43.93,30.44,149.0
B,B30,16779,Historic,40.40,30.25,137.0
B,B30,16784,Historic,38.47,30.31,131.0
B,B30,16785,Historic,37.82,30.12,129.0
B,B30,16786,Historic,37.52,30.13,129.0
B,B30,16791,Historic,35.87,30.12,122.0
B,B30,16793,Historic,35.65,30.00,121.0
B,B30,16794,Historic,35.36,30.00,121.0
B,B30,16795,Historic,35.30,30.00,121.0
B,B30,16796,Historic,35.30,30.00,120.0
B,B30,16797,Historic,35.25,30.00,120.0
B,B30,16800,Historic,33.85,30.00,115.0
B,B30,16803,Historic,33.80,29.88,115.0
B,B30,16804,Historic,33.50,29.88,115.0
B,B30,16805,Historic,32.45,29.78,110.0
B,B30,16806,Historic,31.85,29.88,108.0
B,B33,16708,Historic,48.52,33.50,165.0
B,B33,16713,Historic,44.69,33.25,152.0
B,B33,16714,Historic,44.68,33.50,152.0
B,B33,16715,Historic,44.65,33.27,152.0
B,B33,16716,Historic,42.05,33.12,143.0
B,B33,16719,Historic,41.48,33.31,141.0
B,B33,16722,Historic,39.55,33.00,135.0
B,B33,16726,Historic,38.81,33.15,132.0
B,B33,16729,Historic,36.88,32.88,125.0
B,B33,16730,Historic,36.83,32.89,125.0
B,B33,16734,Historic,36.75,33.00,125.0
B,B33,17099,Historic,16.85,21.00,57.5
B,B36,16651,Historic,56.46,36.50,192.0
B,B36,16653,Historic,55.87,36.52,190.0
B,B36,16656,Historic,51.80,36.25,176.0
B,B36,16659,Historic,50.94,36.25,173.0
B,B36,16662,Historic,49.15,36.12,167.0
B,B36,16664,Historic,48.10,36.12,164.0
B,B36,16669,Historic,46.44,36.00,158.0
B,B36,16670,Historic,45.58,36.00,155.0
B,B36,16674,Historic,44.10,35.88,150.0
B,B36,16675,Historic,43.24,35.88,147.0
B,B36,16677,Historic,43.23,35.90,147.0
B,B36,17606,Historic,8.04,12.00,27.5
B,B39,17771,Historic,6.17,8.00,21.0
B,B39,17784,Historic,5.29,8.00,18.0
B,B39,17789,Historic,5.14,8.00,17.5
B,B39,17795,Historic,5.00,8.00,17.0
B,B40,17718,Historic,7.34,9.00,25.0
B,B40,17726,Historic,6.17,9.00,21.0
B,B40,17729,Historic,6.02,9.00,20.5
B,B40N,17721,Historic,6.76,9.00,23.0
B,B40N,17732,Historic,5.88,9.00,20.0
B,B6,17804,Historic,12.04,6.75,41.0
B,B6,17805,Historic,8.81,6.38,30.0
B,B6,17809,Historic,7.92,6.25,27.0
B,B6,17814,Historic,6.76,6.12,23.0
B,B6,18822,Historic,12.04,6.75,41.0
B,B6L,17892,Historic,4.72,6.25,16.0
B,B6L,17895,Historic,3.53,6.00,12.0
B,B6X4,15085,ASD6,4.72,6.25,16
B,B6X4,15086,ASD6,3.53,6.00,12
B,B6X4,15087,ASD6,2.50,5.83,8.5
B,B8,17767,Historic,6.25,8.00,21.25
B,B8,17768,Historic,6.20,8.19,21.0
B,B8,17774,Historic,5.78,8.00,19.5
B,B8,17775,Historic,5.68,8.06,19.0
B,B8,17776,Historic,5.62,8.06,19.0
B,B8,17777,Historic,5.60,8.09,19.0
B,B8,17783,Historic,5.37,8.00,18.0
B,B8,17785,Historic,5.20,8.00,17.5
B,B8,17786,Historic,5.18,8.00,17.5
B,B8,17788,Historic,5.14,8.00,17.5
B,B8,17792,Historic,5.00,8.00,17.0
B,B8,17796,Historic,4.81,8.00,16.25
B,B8X4,15082,ASD6,4.43,8.12,15
B,B8X4,15083,ASD6,3.83,8.00,13
B,B8X4,15084,ASD6,2.95,7.90,10
B,B9,17719,Historic,7.04,9.00,24.0
B,B9,17720,Historic,6.76,9.00,23.0
B,B9,17722,Historic,6.75,9.12,23.0
B,B9,17723,Historic,6.51,9.06,22.0
B,B9,17724,Historic,6.45,9.06,22.0
B,B9,17725,Historic,6.22,9.00,21.0
B,B9,17727,Historic,6.09,9.00,20.5
B,B9,17728,Historic,6.02,9.00,20.5
B,B9,17730,Historic,6.01,9.00,20.5
B,B9,17731,Historic,6.01,9.00,20.0
B,B9,17733,Historic,5.86,9.00,20.0
B,B9,17734,Historic,5.68,9.00,19.0
B,BJ10,17869,Historic,5.60,10.16,19.0
B,BJ10,17872,Historic,4.86,10.00,16.5
B,BJ12,17856,Historic,6.22,12.16,21.0
B,BJ12,17859,Historic,5.44,12.00,18.5
B,BJ6,17893,Historic,4.11,6.12,14.0
B,BJ6,17896,Historic,3.25,6.00,11.0
B,BJ6,17900,Historic,2.50,5.83,8.5
B,BJ8,17879,Historic,4.74,8.12,16.0
B,BJ8,17882,Historic,4.28,8.00,14.5
B,BS4,17849,Historic,3.82,4.16,13.0
B,BS4,17853,Historic,2.22,3.87,7.5
B,BS6,17820,Historic,6.06,6.19,20.5
B,BS6,17826,Historic,5.33,6.09,18.0
B,BS6,17830,Historic,5.28,6.09,18.0
B,BS6,17833,Historic,4.61,6.00,15.5
B,BS6,17836,Historic,4.59,6.00,15.5
BL,"10BL,B10L",17867,Historic,5.61,10.25,19.0
BL,"10BL,B10L",17870,Historic,4.98,10.12,17.0
BL,"10BL,B10L",17873,Historic,4.40,10.00,15.0
BL,"12BL,B12L",17857,Historic,5.62,12.16,19.0
BL,"12BL,B12L",17860,Historic,4.86,12.00,16.5
BL,"8BL,B8L",17880,Historic,4.43,8.12,15.0
BL,"8BL,B8L",17883,Historic,3.83,8.00,13.0
BLB,BLB10X4,15781,ASD5,5.61,10.25,19
BLB,BLB10X4,15782,ASD5,4.98,10.12,17
BLB,BLB10X4,15783,ASD5,4.40,10.00,15
BLB,BLB12X4,15778,ASD5,6.47,12.31,22
BLB,BLB12X4,15779,ASD5,5.62,12.16,19
BLB,BLB12X4,15780,ASD5,4.86,12.00,16 1/2
BLB,BLB6X4,15786,ASD5,4.72,6.25,16
BLB,BLB6X4,15787,ASD5,3.53,6.00,12
BLB,BLB8X4,15784,ASD5,4.43,8.12,15
BLB,BLB8X4,15785,ASD5,3.83,8.00,13
BP,BP10X10,15351,ASD5,16.76,10.012,57
BP,BP10X10,15352,ASD5,12.35,9.720,42
BP,BP10X10,15125,ASD6,16.76,10.01,57
BP,BP10X10,15126,ASD6,12.35,9.72,42
BP,BP12X12,15349,ASD5,21.76,12.122,74
BP,BP12X12,15350,ASD5,15.58,11.780,53
BP,BP12X12,15123,ASD6,21.76,12.12,74
BP,BP12X12,15124,ASD6,15.58,11.78,53
BP,BP14X14.5,15345,ASD5,34.44,14.234,117
BP,BP14X14.5,15346,ASD5,30.01,14.032,102
BP,BP14X14.5,15347,ASD5,26.19,13.856,89
BP,BP14X14.5,15348,ASD5,21.46,13.636,73
BP,BP14X14.5,15119,ASD6,34.44,14.23,117
BP,BP14X14.5,15120,ASD6,30.01,14.03,102
BP,BP14X14.5,15121,ASD6,26.19,13.86,89
BP,BP14X14.5,15122,ASD6,21.46,13.64,73
BWF,BWF4X4,15775,ASD5,3.82,4.16,13
BWF,BWF4X4,15776,ASD5,2.93,4.00,10
BWF,BWF5X5,15773,ASD5,5.45,5.12,18.5
BWF,BWF5X5,15774,ASD5,4.70,5.00,16
BWF,BWF6X6,15770,ASD5,7.37,6.37,25
BWF,BWF6X6,15771,ASD5,5.90,6.20,20
BWF,BWF6X6,15772,ASD5,4.62,6.00,15.5
C,C4X4.5,4445,13th,1.38,4.00,4.50
C,C4X4.5,2459,14th,1.38,4.00,4.50
C,C4X4.5,378,15th,1.34,4.00,4.50
C,C4X4.5,6406,LRFD3,1.38,4,4.5
C,C4X6.25,2457,14th,1.77,4.00,6.25
C,C4X6.25,376,15th,1.84,4.00,6.25
CB,CB101,17663,Historic,8.82,10.23,30.0
CB,CB101,17677,Historic,7.64,10.10,26.0
CB,CB101,17688,Historic,6.76,10.00,23.0
CB,CB101,17703,Historic,6.17,9.90,21.0
CB,CB101N,17666,Historic,8.54,10.24,29.0
CB,CB101N,17674,Historic,7.65,10.12,26.0
CB,CB101N,17689,Historic,6.76,10.00,23.0
CB,CB101N,17701,Historic,6.18,9.90,21.0
CB,CB102,17646,Historic,12.35,10.00,42.0
CB,CB102,17658,Historic,10.58,10.00,36.0
CB,CB102,17659,Historic,9.72,9.75,33.0
CB,CB102,17662,Historic,9.11,10.00,31.0
CB,CB102,18633,Historic,12.35,10.00,42.0
