family,designation,source_row_id,source_edition,A,d,W
ST WF,STWF9,14849,ASD6,7.36,9.00,25
ST WF,STWF9,14850,ASD6,6.62,8.93,22.5
T FS,TFS2.5X2.5,15297,ASD5,1.87,2 1/2,6.4
T FS,TFS2.5X2.5,15298,ASD5,1.33,2 1/2,4.6
T FS,TFS2X2,15300,ASD5,1.26,2,4.3
T FS,TFS2X2,15301,ASD5,1.05,2,3.56
T FS,TFS3X3,15294,ASD5,2.29,3,7.8
T FS,TFS3X3,15295,ASD5,1.97,3,6.7
U,U102.625,15005,ASD6,8.80,10.00,30.0
U,U102.625,15006,ASD6,7.33,10.00,25.0
U,U102.625,15007,ASD6,5.86,10.00,20.0
U,U102.625,15008,ASD6,4.47,10.00,15.3
U,U10X2.625,15695,ASD5,8.80,10.00,30
U,U10X2.625,15696,ASD5,7.33,10.00,25
U,U10X2.625,15697,ASD5,5.86,10.00,20
U,U10X2.625,15698,ASD5,4.47,10.00,15.3
U,U10X3.5,15324,ASD5,8.23,10.00,28.3
U,U10X3.5,15325,ASD5,7.23,10.00,24.9
U,U10X3.5,15326,ASD5,7.38,10.00,25.3
U,U10X3.5,15327,ASD5,6.38,10.00,21.9
U,U10X3.5,14708,ASD6,8.23,10.00,28.3
U,U10X3.5,14709,ASD6,7.23,10.00,24.9
U,U10X3.5,14710,ASD6,7.38,10.00,25.3
U,U10X3.5,14711,ASD6,6.38,10.00,21.9
U,U10X4,15321,ASD5,12.06,10.00,41.1
U,U10X4,15322,ASD5,9.80,10.00,33.6
U,U10X4,15323,ASD5,8.30,10.00,28.5
U,U10X4,14705,ASD6,12.06,10.00,41.1
U,U10X4,14706,ASD6,9.80,10.00,33.6
U,U10X4,14707,ASD6,8.30,10.00,28.5
U,U123,15002,ASD6,8.79,12.00,30.0
U,U123,15003,ASD6,7.32,12.00,25.0
U,U123,15004,ASD6,6.03,12.00,20.7
U,U12X3,15692,ASD5,8.79,12.00,30
U,U12X3,15693,ASD5,7.32,12.00,25
U,U12X3,15694,ASD5,6.03,12.00,20.7
U,U12X3.5,15318,ASD5,10.80,12.00,37.0
U,U12X3.5,15319,ASD5,9.60,12.00,32.9
U,U12X3.5,15320,ASD5,9.00,12.00,30.9
U,U12X3.5,14702,ASD6,10.80,12.00,37.0
U,U12X3.5,14703,ASD6,9.60,12.00,32.9
U,U12X3.5,14704,ASD6,9.00,12.00,30.9
U,U12X4,15314,ASD5,14.64,12.00,50.0
U,U12X4,15315,ASD5,13.24,12.00,45.0
U,U12X4,15316,ASD5,11.70,12.00,40.0
U,U12X4,15317,ASD5,10.22,12.00,35.0
U,U12X4,14698,ASD6,14.64,12.00,50.0
U,U12X4,14699,ASD6,13.16,12.00,45.0
U,U12X4,14700,ASD6,11.70,12.00,40.0
U,U12X4,14701,ASD6,10.22,12.00,35.0
U,U13X4,15310,ASD5,14.66,13.00,50.0
U,U13X4,15311,ASD5,11.71,13.00,40.0
U,U13X4,15312,ASD5,10.24,13.00,35.0
U,U13X4,15313,ASD5,9.30,13.00,31.8
U,U13X4,14694,ASD6,14.66,13.00,50.0
U,U13X4,14695,ASD6,11.71,13.00,40.0
U,U13X4,14696,ASD6,10.24,13.00,35.0
U,U13X4,14697,ASD6,9.30,13.00,31.8
U,U153.375,14999,ASD6,14.64,15.00,50.0
U,U153.375,15000,ASD6,11.70,15.00,40.0
U,U153.375,15001,ASD6,9.90,15.00,33.9
U,U15X3.375,15689,ASD5,14.64,15.00,50
U,U15X3.375,15690,ASD5,11.70,15.00,40
U,U15X3.375,15691,ASD5,9.90,15.00,33.9
U,U15X4,15302,ASD5,22.06,15.00,75.0
U,U15X4,15303,ASD5,20.32,15.00,69.1
U,U15X4,15304,ASD5,19.38,15.00,65.9
U,U15X4,15305,ASD5,18.47,15.00,62.8
U,U15X4,15306,ASD5,17.53,15.00,59.6
U,U15X4,15307,ASD5,16.59,15.00,56.4
U,U15X4,15308,ASD5,15.65,15.00,53.2
U,U15X4,15309,ASD5,14.71,15.00,50.0
U,U18X4,15685,ASD5,16.98,18.00,58
U,U18X4,15686,ASD5,15.18,18.00,51.9
U,U18X4,15687,ASD5,13.38,18.00,45.8
U,U18X4,15688,ASD5,12.48,18.00,42.7
U,U18X4,14995,ASD6,16.98,18.00,58.0
U,U18X4,14996,ASD6,15.18,18.00,51.9
U,U18X4,14997,ASD6,13.38,18.00,45.8
U,U18X4,14998,ASD6,12.48,18.00,42.7
U,U31.5,15026,ASD6,1.75,3.00,6.0
U,U31.5,15027,ASD6,1.46,3.00,5.0
U,U31.5,15028,ASD6,1.19,3.00,4.1
U,U3X1.5,15715,ASD5,1.75,3.00,6
U,U3X1.5,15716,ASD5,1.46,3.00,5
U,U3X1.5,15717,ASD5,1.19,3.00,4.1
U,U3X1.875,15343,ASD5,2.64,3.00,9.0
U,U3X1.875,15344,ASD5,2.08,3.00,7.1
U,U3X1.875,14728,ASD6,2.64,3.00,9.0
U,U3X1.875,14729,ASD6,2.08,3.00,7.1
U,U41.625,15024,ASD6,2.12,4.00,7.25
U,U41.625,15025,ASD6,1.56,4.00,5.4
U,U4X1.625,15713,ASD5,2.12,4.00,7.25
U,U4X1.625,15714,ASD5,1.56,4.00,5.4
U,U51.75,15022,ASD6,2.63,5.00,9.0
U,U51.75,15023,ASD6,1.95,5.00,6.7
U,U5X1.75,15711,ASD5,2.63,5.00,9
U,U5X1.75,15712,ASD5,1.95,5.00,6.7
U,U62,15019,ASD6,3.81,6.00,13.0
U,U62,15020,ASD6,3.07,6.00,10.5
U,U62,15021,ASD6,2.39,6.00,8.2
U,U6X2,15708,ASD5,3.81,6.00,13
U,U6X2,15709,ASD5,3.07,6.00,10.5
U,U6X2,15710,ASD5,2.39,6.00,8.2
U,U6X3,15339,ASD5,4.75,6.00,16.3
U,U6X3,15340,ASD5,4.37,6.00,15.1
U,U6X3,14723,ASD6,4.75,6.00,16.3
U,U6X3,14724,ASD6,4.37,6.00,15.1
U,U6X3.5,15337,ASD5,5.22,6.00,18.0
U,U6X3.5,15338,ASD5,4.47,6.00,15.3
U,U6X3.5,14721,ASD6,5.22,6.00,18.0
U,U6X3.5,14722,ASD6,4.47,6.00,15.3
U,U72.125,15016,ASD6,4.32,7.00,14.75
U,U72.125,15017,ASD6,3.58,7.00,12.25
U,U72.125,15018,ASD6,2.85,7.00,9.8
U,U7X2.125,15705,ASD5,4.32,7.00,14.75
U,U7X2.125,15706,ASD5,3.58,7.00,12.25
U,U7X2.125,15707,ASD5,2.85,7.00,9.8
U,U7X3.5,15334,ASD5,6.60,7.00,22.7
U,U7X3.5,15335,ASD5,5.55,7.00,19.1
U,U7X3.5,14718,ASD6,6.60,7.00,22.7
U,U7X3.5,14719,ASD6,5.55,7.00,19.7
U,U82.25,15012,ASD6,5.49,8.00,18.75
U,U82.25,15013,ASD6,4.02,8.00,13.75
U,U82.25,15014,ASD6,3.36,8.00,11.5
U,U8X2.25,15702,ASD5,5.49,8.00,18.75
U,U8X2.25,15703,ASD5,4.02,8.00,13.75
U,U8X2.25,15704,ASD5,3.36,8.00,11.5
U,U8X3,15332,ASD5,5.83,8.00,20.0
U,U8X3,15333,ASD5,5.43,8.00,18.7
U,U8X3,14716,ASD6,5.83,8.00,20.0
U,U8X3,14717,ASD6,5.43,8.00,18.7
U,U8X3.5,15330,ASD5,6.63,8.00,22.8
U,U8X3.5,15331,ASD5,6.23,8.00,21.4
U,U8X3.5,14714,ASD6,6.63,8.00,22.8
U,U8X3.5,14715,ASD6,6.23,8.00,21.4
U,U92.5,15009,ASD6,5.86,9.00,20.0
U,U92.5,15010,ASD6,4.39,9.00,15.0
U,U92.5,15011,ASD6,3.89,9.00,13.4
U,U9X2.5,15699,ASD5,5.86,9.00,20
U,U9X2.5,15700,ASD5,4.39,9.00,15
U,U9X2.5,15701,ASD5,3.89,9.00,13.4
U,U9X3.5,15328,ASD5,7.41,9.00,25.4
U,U9X3.5,15329,ASD5,6.96,9.00,23.9
U,U9X3.5,14712,ASD6,7.41,9.00,25.4
U,U9X3.5,14713,ASD6,6.96,9.00,23.9
W,W16X67,4248,13th,19.7,16.3,67.0
W,W16X67,2251,14th,19.6,16.3,67.0
W,W16X67,167,15th,19.6,16.3,67.0
W,W16X67,13059,ASD8,19.7,16.33,67
W,W16X67,10865,ASD9,19.7,16.33,67
W,W16X67,12040,LRFD1,19.7,16.33,67
W,W16X67,8140,LRFD2,19.7000,16.3300,67.0000
W,W16X67,6214,LRFD3,20,16.3,67
W,W24X68,4201,13th,20.1,23.7,68.0
W,W24X68,2204,14th,20.1,23.7,68.0
W,W24X68,117,15th,20.1,23.7,68.0
W,W24X68,14187,ASD7,20.0,23.71,68
W,W24X68,13027,ASD8,20.1,23.73,68
W,W24X68,10813,ASD9,20.1,23.73,68
W,W24X68,10814,ASD9,18.2,23.74,62
W,W24X68,11988,LRFD1,20.1,23.73,68
W,W24X68,8095,LRFD2,20.1000,23.7300,68.0000
W,W24X68,6173,LRFD3,20.1,23.7,68
W,W36X12,15114,ASD6,57.11,36.48,194
W,W36X12,15115,ASD6,53.54,36.32,182
W,W36X12,15116,ASD6,49.98,36.16,170
W,W36X12,15117,ASD6,47.09,36.00,160
W,W36X12,15118,ASD6,44.16,35.84,150
W,W36X16.5,15109,ASD6,88.17,36.72,300
W,W36X16.5,15110,ASD6,82.32,36.50,280
W,W36X16.5,15111,ASD6,76.56,36.24,260
W,W36X16.5,15112,ASD6,72.03,36.06,245
W,W36X16.5,15113,ASD6,67.73,35.88,230
W,W40X199,4103,13th,58.5,38.7,199
W,W40X199,2107,14th,58.8,38.7,199
W,W40X199,16,15th,58.8,38.7,199
W,W40X199,10705,ASD9,58.4,38.67,199
W,W40X199,11880,LRFD1,28.4,38.67,199
W,W40X199,7999,LRFD2,58.4000,38.6700,199.0000
W,W40X199,6077,LRFD3,58.5,38.7,199
W,W40X298,10688,ASD9,87.6,39.69,298
W,W40X298,11863,LRFD1,78.6,39.69,298
W,W6X16,4355,13th,4.74,6.28,16.0
W,W6X16,2358,14th,4.74,6.28,16.0
W,W6X16,276,15th,4.74,6.28,16.0
W,W6X16,14331,ASD7,4.72,6.25,16
W,W6X16,13166,ASD8,4.74,6.28,16
W,W6X16,10972,ASD9,4.74,6.28,16
W,W6X16,12147,LRFD1,4.47,6.28,16
W,W6X16,8248,LRFD2,4.7400,6.2800,16.0000
W,W6X16,6322,LRFD3,4.74,6.28,16
WF,10WF,17664,Historic,8.55,9.88,29.1
WF,10WF,17691,Historic,6.73,9.88,22.9
WF,10WF,18504,Historic,40.03,11.88,136.0
WF,10WF,18516,Historic,36.46,11.62,124.0
WF,10WF,18532,Historic,32.92,11.38,112.0
WF,10WF,18547,Historic,29.43,11.12,100.0
WF,10WF,18561,Historic,26.19,10.88,89.0
WF,10WF,18577,Historic,22.67,10.62,77.0
WF,10WF,18583,Historic,21.18,10.50,72.0
WF,10WF,18594,Historic,19.41,10.38,66.0
WF,10WF,18603,Historic,17.66,10.25,60.0
WF,10WF,18615,Historic,15.88,10.12,54.0
WF,10WF,18622,Historic,14.40,10.00,49.0
WF,10WF,18628,Historic,13.24,10.12,45.0
WF,10WF,18636,Historic,12.06,10.00,41.0
WF,10WF,18638,Historic,11.48,9.94,39.0
WF,10WF,18642,Historic,10.88,9.88,37.0
WF,10WF,18650,Historic,9.71,9.75,33.0
WF,12WF,17583,Historic,9.54,12.00,32.5
WF,12WF,17595,Historic,8.70,12.00,29.6
WF,12WF,18291,Historic,55.86,14.38,190.0
WF,12WF,18298,Historic,51.79,14.12,176.0
WF,12WF,18311,Historic,47.38,13.88,161.0
WF,12WF,18325,Historic,43.24,13.62,147.0
WF,12WF,18339,Historic,39.11,13.38,133.0
WF,12WF,18348,Historic,35.31,13.12,120.0
WF,12WF,18363,Historic,31.19,12.88,106.0
WF,12WF,18373,Historic,29.09,12.75,99.0
WF,12WF,18379,Historic,27.06,12.62,92.0
WF,12WF,18387,Historic,24.98,12.50,85.0
WF,12WF,18394,Historic,23.22,12.38,79.0
WF,12WF,18403,Historic,21.16,12.25,72.0
WF,12WF,18413,Historic,19.11,12.12,65.0
WF,12WF,18418,Historic,18.83,12.31,64.0
WF,12WF,18425,Historic,17.06,12.19,58.0
WF,12WF,18433,Historic,15.59,12.06,53.0
WF,12WF,18440,Historic,14.71,12.19,50.0
WF,12WF,18447,Historic,13.24,12.06,45.0
WF,12WF,18455,Historic,11.77,11.94,40.0
WF,14WF,17485,Historic,11.18,13.88,38.1
WF,14WF,17500,Historic,9.53,13.88,32.4
WF,14WF,17951,Historic,125.25,18.69,426.0
WF,14WF,17954,Historic,121.15,18.50,412.0
WF,14WF,17958,Historic,116.98,18.31,398.0
WF,14WF,17960,Historic,112.93,18.12,384.0
WF,14WF,17964,Historic,108.78,17.94,370.0
WF,14WF,17967,Historic,104.68,17.75,356.0
WF,14WF,17969,Historic,100.59,17.56,342.0
WF,14WF,17973,Historic,96.43,17.38,328.0
WF,14WF,17975,Historic,94.12,16.81,320.0
WF,14WF,17979,Historic,92.30,17.19,314.0
WF,14WF,17983,Historic,88.20,17.00,300.0
WF,14WF,17991,Historic,84.37,16.81,287.0
WF,14WF,17999,Historic,80.30,16.62,273.0
WF,14WF,18001,Historic,80.22,16.62,273.0
WF,14WF,18007,Historic,77.63,16.50,264.0
WF,14WF,18015,Historic,74.98,16.37,255.0
WF,14WF,18021,Historic,72.33,16.25,246.0
WF,14WF,18027,Historic,69.69,16.12,237.0
WF,14WF,18035,Historic,67.06,16.00,228.0
WF,14WF,18046,Historic,64.36,15.87,219.0
WF,14WF,18050,Historic,62.07,15.75,211.0
WF,14WF,18059,Historic,59.39,15.63,202.0
WF,14WF,18067,Historic,56.73,15.50,193.0
WF,14WF,18075,Historic,54.07,15.38,184.0
WF,14WF,18081,Historic,51.73,15.25,176.0
WF,14WF,18088,Historic,49.09,15.12,167.0
WF,14WF,18095,Historic,46.47,15.00,158.0
WF,14WF,18106,Historic,44.08,14.88,150.0
WF,14WF,18116,Historic,41.85,14.75,142.0
WF,14WF,18121,Historic,39.98,14.75,136.0
WF,14WF,18129,Historic,37.33,14.62,127.0
WF,14WF,18134,Historic,34.99,14.50,119.0
WF,14WF,18141,Historic,32.65,14.37,111.0
WF,14WF,18150,Historic,30.26,14.25,103.0
WF,14WF,18156,Historic,27.94,14.12,95.0
WF,14WF,18167,Historic,25.56,14.00,87.0
WF,14WF,18171,Historic,24.71,14.18,84.0
WF,14WF,18180,Historic,22.94,14.06,78.0
WF,14WF,18186,Historic,21.76,14.19,74.0
WF,14WF,18196,Historic,20.00,14.06,68.0
WF,14WF,18206,Historic,17.94,13.91,61.0
WF,14WF,18210,Historic,17.06,14.06,58.0
WF,14WF,18220,Historic,15.59,13.94,53.0
WF,14WF,18227,Historic,14.11,13.81,48.0
WF,14WF,18232,Historic,12.65,13.68,43.0
WF,16WF,17304,Historic,13.26,15.88,45.1
WF,16WF,17318,Historic,11.39,15.88,38.7
WF,30WF,16744,Historic,61.78,30.38,210.0
WF,30WF,16745,Historic,61.78,30.38,210.0
WF,30WF,16752,Historic,58.76,30.25,200.0
WF,30WF,16808,Historic,31.77,29.82,108.0
WF,33WF,16686,Historic,70.52,33.50,240.0
WF,33WF,16687,Historic,70.52,33.50,240.0
WF,33WF,16692,Historic,64.73,33.25,220.0
WF,33WF,16696,Historic,61.78,33.12,210.0
WF,33WF,16697,Historic,61.78,33.12,210.0
WF,33WF,16706,Historic,58.79,33.00,200.0
WF,33WF,16717,Historic,41.51,33.31,141.0
WF,33WF,16723,Historic,38.84,33.15,132.0
WF,33WF,16724,Historic,38.84,33.15,132.0
WF,33WF,16727,Historic,38.26,33.10,130.0
WF,"5WF,B5",17842,Historic,5.45,5.12,18.5
WF,"5WF,B5",17844,Historic,4.70,5.00,16.0
WF,"5WF,B5",17846,Historic,3.98,4.86,13.5
WF,6WF,18836,Historic,8.11,6.46,27.5
WF,6WF,18838,Historic,8.09,6.28,27.5
WF,6WF,18846,Historic,7.37,6.37,25.0
WF,6WF,18848,Historic,7.35,6.19,25.0
WF,6WF,18857,Historic,6.63,6.28,22.5
WF,6WF,18861,Historic,6.61,6.10,22.5
WF,6WF,18862,Historic,5.90,6.20,20.0
WF,6WF,18869,Historic,5.31,6.11,18.0
WF,6WF,18870,Historic,5.30,5.91,18.0
WF,6WF,18873,Historic,4.62,6.00,15.5
WF,6WF,18876,Historic,4.57,5.79,15.5
WF,"6WF,B6",17806,Historic,8.11,6.46,27.5
WF,"6WF,B6",17808,Historic,8.09,6.28,27.5
WF,"6WF,B6",17810,Historic,7.37,6.37,25.0
WF,"6WF,B6",17813,Historic,7.35,6.19,25.0
WF,"6WF,B6",17815,Historic,6.63,6.28,22.5
WF,"6WF,B6",17818,Historic,6.61,6.10,22.5
WF,"6WF,B6",17821,Historic,5.90,6.20,20.0
WF,"6WF,B6",17822,Historic,5.89,6.00,20.0
WF,"6WF,B6",17827,Historic,5.31,6.11,18.0
WF,"6WF,B6",17828,Historic,5.30,5.91,18.0
WF,"6WF,B6",17832,Historic,4.62,6.00,15.5
WF,"6WF,B6",17838,Historic,4.57,5.79,15.5
WF,6X6,17816,Historic,6.62,6.00,22.5
WF,6X6,17825,Historic,5.88,6.00,20.0
WF,8WF,17752,Historic,9.06,7.88,30.8
WF,8WF,17761,Historic,7.68,7.88,26.1
WF,8WF,17765,Historic,6.61,8.00,22.5
WF,8WF,17781,Historic,5.44,8.00,18.5
WF,8WF,18712,Historic,19.70,9.00,67.0
WF,8WF,18724,Historic,17.06,8.75,58.0
WF,8WF,18740,Historic,14.11,8.50,48.0
WF,8WF,18751,Historic,11.76,8.25,40.0
WF,8WF,18760,Historic,10.30,8.12,35.0
WF,8WF,18773,Historic,9.70,8.06,33.0
WF,8WF,18783,Historic,9.12,8.00,31.0
WF,8WF,18789,Historic,8.23,8.06,28.0
WF,8WF,18793,Historic,7.93,8.03,27.0
WF,8WF,18798,Historic,7.06,7.93,24.0
WF,"8WF,B8",17769,Historic,6.18,8.19,21.0
WF,"8WF,B8",17772,Historic,5.88,8.14,20.0
WF,"8WF,B8",17778,Historic,5.59,8.09,19.0
WF,"8WF,B8",17793,Historic,5.00,8.00,17.0
WF,"8WF,B8A",17755,Historic,8.23,8.06,28.0
WF,"8WF,B8A",17760,Historic,7.93,8.03,27.0
WF,"8WF,B8B",17738,Historic,10.30,8.12,35.0
WF,"8WF,B8B",17743,Historic,9.70,8.06,33.0
WF,"8WF,B8B",17749,Historic,9.12,8.00,31.0
WF,"8WF,CB81",17770,Historic,6.18,8.19,21.0
WF,"8WF,CB81",17773,Historic,5.88,8.14,20.0
WF,"8WF,CB81",17779,Historic,5.59,8.09,19.0
WF,"8WF,CB81",17794,Historic,5.00,8.00,17.0
WF,"8WF,CB82",17756,Historic,8.23,8.06,28.0
WF,"8WF,CB82",17759,Historic,7.93,8.03,27.0
WF,"8WF,CB82",17762,Historic,7.06,7.93,24.0
WF,"8WF,CB83",17739,Historic,10.30,8.12,35.0
WF,"8WF,CB83",17742,Historic,9.70,8.06,33.0
WF,"8WF,CB83",17748,Historic,9.12,8.00,31.0
WF,WF10X10,15916,ASD5,32.92,11.38,112
WF,WF10X10,15917,ASD5,29.43,11.12,100
WF,WF10X10,15918,ASD5,26.19,10.88,89
WF,WF10X10,15919,ASD5,22.67,10.62,77
WF,WF10X10,15920,ASD5,21.18,10.50,72
WF,WF10X10,15921,ASD5,19.41,10.38,66
WF,WF10X10,15922,ASD5,17.66,10.25,60
WF,WF10X10,15923,ASD5,15.88,10.12,54
WF,WF10X10,15924,ASD5,14.40,10.00,49
WF,WF10X10,15249,ASD6,32.92,11.38,112
WF,WF10X10,15250,ASD6,29.43,11.12,100
WF,WF10X10,15251,ASD6,26.19,10.88,89
WF,WF10X10,15252,ASD6,22.67,10.62,77
WF,WF10X10,15253,ASD6,21.18,10.50,72
WF,WF10X10,15254,ASD6,19.41,10.38,66
WF,WF10X10,15255,ASD6,17.66,10.25,60
WF,WF10X10,15256,ASD6,15.88,10.12,54
WF,WF10X10,15257,ASD6,14.40,10.00,49
WF,WF10X5.75,15928,ASD5,8.53,10.22,29
WF,WF10X5.75,15929,ASD5,7.35,10.08,25
WF,WF10X5.75,15930,ASD5,6.19,9.90,21
WF,WF10X5.75,15261,ASD6,8.53,10.22,29
WF,WF10X5.75,15262,ASD6,7.35,10.08,25
WF,WF10X5.75,15263,ASD6,6.19,9.90,21
WF,WF10X8,15925,ASD5,13.24,10.12,45
WF,WF10X8,15926,ASD5,11.48,9.94,39
WF,WF10X8,15927,ASD5,9.71,9.75,33
WF,WF10X8,15258,ASD6,13.24,10.12,45
WF,WF10X8,15259,ASD6,11.48,9.94,39
WF,WF10X8,15260,ASD6,9.71,9.75,33
WF,WF12X10,15908,ASD5,17.06,12.19,58
WF,WF12X10,15909,ASD5,15.59,12.06,53
WF,WF12X10,15241,ASD6,17.06,12.19,58
WF,WF12X10,15242,ASD6,15.59,12.06,53
WF,WF12X12,15897,ASD5,55.86,14.38,190
WF,WF12X12,15898,ASD5,47.38,13.88,161
WF,WF12X12,15899,ASD5,39.11,13.38,133
WF,WF12X12,15900,ASD5,35.31,13.12,120
WF,WF12X12,15901,ASD5,31.19,12.88,106
WF,WF12X12,15902,ASD5,29.09,12.75,99
WF,WF12X12,15903,ASD5,27.06,12.62,92
WF,WF12X12,15904,ASD5,24.98,12.50,85
WF,WF12X12,15905,ASD5,23.22,12.38,79
WF,WF12X12,15906,ASD5,21.16,12.25,72
WF,WF12X12,15907,ASD5,19.11,12.12,65
WF,WF12X12,15230,ASD6,55.86,14.38,190
WF,WF12X12,15231,ASD6,47.38,13.88,161
WF,WF12X12,15232,ASD6,39.11,13.38,133
WF,WF12X12,15233,ASD6,35.31,13.12,120
WF,WF12X12,15234,ASD6,31.19,12.88,106
WF,WF12X12,15235,ASD6,29.09,12.75,99
WF,WF12X12,15236,ASD6,27.06,12.62,92
WF,WF12X12,15237,ASD6,24.98,12.50,85
WF,WF12X12,15238,ASD6,23.22,12.38,79
WF,WF12X12,15239,ASD6,21.16,12.25,72
WF,WF12X12,15240,ASD6,19.11,12.12,65
WF,WF12X6.5,15913,ASD5,10.59,12.24,36
WF,WF12X6.5,15914,ASD5,9.12,12.09,31
WF,WF12X6.5,15915,ASD5,7.97,11.95,27
WF,WF12X6.5,15246,ASD6,10.59,12.24,36
WF,WF12X6.5,15247,ASD6,9.12,12.09,31
WF,WF12X6.5,15248,ASD6,7.97,11.96,27
WF,WF12X8,15910,ASD5,14.71,12.19,50
WF,WF12X8,15911,ASD5,13.24,12.06,45
WF,WF12X8,15912,ASD5,11.77,11.94,40
WF,WF12X8,15243,ASD6,14.71,12.19,50
WF,WF12X8,15244,ASD6,13.24,12.06,45
WF,WF12X8,15245,ASD6,11.77,11.94,40
WF,WF14X10,15888,ASD5,21.76,14.19,74
WF,WF14X10,15889,ASD5,20.00,14.06,68
WF,WF14X10,15890,ASD5,17.94,13.91,61
WF,WF14X10,15221,ASD6,21.76,14.19,74
WF,WF14X10,15222,ASD6,20.00,14.06,68
WF,WF14X10,15223,ASD6,17.94,13.91,61
WF,WF14X12,15886,ASD5,24.71,14.18,84
WF,WF14X12,15887,ASD5,22.94,14.06,78
WF,WF14X12,15219,ASD6,24.71,14.18,84
WF,WF14X12,15220,ASD6,22.94,14.06,78
WF,WF14X14.5,15879,ASD5,39.98,14.75,136
WF,WF14X14.5,15880,ASD5,37.33,14.62,127
WF,WF14X14.5,15881,ASD5,34.99,14.50,119
WF,WF14X14.5,15882,ASD5,32.65,14.73,111
WF,WF14X14.5,15883,ASD5,30.26,14.25,103
WF,WF14X14.5,15884,ASD5,27.94,14.12,95
WF,WF14X14.5,15885,ASD5,25.56,14.00,87
WF,WF14X14.5,15212,ASD6,39.98,14.75,136
WF,WF14X14.5,15213,ASD6,37.33,14.62,127
WF,WF14X14.5,15214,ASD6,34.99,14.50,119
WF,WF14X14.5,15215,ASD6,32.65,14.37,111
WF,WF14X14.5,15216,ASD6,30.26,14.25,103
WF,WF14X14.5,15217,ASD6,27.94,14.12,95
WF,WF14X14.5,15218,ASD6,25.56,14.00,87
WF,WF14X16,15858,ASD5,125.25,18.69,426
WF,WF14X16,15859,ASD5,116.98,18.31,398
WF,WF14X16,15860,ASD5,108.78,17.94,370
WF,WF14X16,15861,ASD5,100.59,17.56,342
WF,WF14X16,15862,ASD5,92.30,17.19,314
WF,WF14X16,15863,ASD5,84.37,16.81,287
WF,WF14X16,15864,ASD5,77.63,16.50,264
WF,WF14X16,15865,ASD5,72.33,16.25,246
WF,WF14X16,15866,ASD5,69.69,16.12,237
WF,WF14X16,15867,ASD5,67.06,16.00,228
WF,WF14X16,15868,ASD5,64.36,15.87,219
WF,WF14X16,15869,ASD5,62.07,15.75,211
WF,WF14X16,15870,ASD5,59.39,15.63,202
WF,WF14X16,15871,ASD5,56.73,15.50,193
WF,WF14X16,15872,ASD5,54.07,15.38,184
WF,WF14X16,15873,ASD5,51.73,15.25,176
WF,WF14X16,15874,ASD5,49.09,15.12,167
WF,WF14X16,15875,ASD5,46.47,15.00,158
WF,WF14X16,15876,ASD5,44.08,14.88,150
WF,WF14X16,15877,ASD5,41.85,14.75,142
WF,WF14X16,15878,ASD5,94.12,16.81,320
WF,WF14X16,15191,ASD6,125.50,18.69,426
WF,WF14X16,15192,ASD6,116.98,18.31,398
WF,WF14X16,15193,ASD6,108.78,17.94,370
WF,WF14X16,15194,ASD6,100.59,17.56,342
WF,WF14X16,15195,ASD6,92.30,17.19,314
WF,WF14X16,15196,ASD6,84.37,16.81,287
WF,WF14X16,15197,ASD6,77.63,16.50,264
WF,WF14X16,15198,ASD6,72.33,16.25,246
WF,WF14X16,15199,ASD6,69.69,16.12,237
WF,WF14X16,15200,ASD6,67.06,16.00,228
WF,WF14X16,15201,ASD6,64.36,15.87,219
WF,WF14X16,15202,ASD6,62.07,15.75,211
WF,WF14X16,15203,ASD6,59.39,15.63,202
WF,WF14X16,15204,ASD6,56.73,15.50,193
WF,WF14X16,15205,ASD6,54.07,15.38,184
WF,WF14X16,15206,ASD6,51.73,15.25,176
WF,WF14X16,15207,ASD6,49.09,15.12,167
WF,WF14X16,15208,ASD6,46.47,15.00,158
WF,WF14X16,15209,ASD6,44.08,14.88,150
WF,WF14X16,15210,ASD6,41.85,14.75,142
WF,WF14X16,15211,ASD6,94.12,16.81,320
WF,WF14X6.75,15894,ASD5,11.17,14.12,38
WF,WF14X6.75,15895,ASD5,10.00,14.00,34
WF,WF14X6.75,15896,ASD5,8.81,13.86,30
WF,WF14X6.75,15227,ASD6,11.17,14.12,38
WF,WF14X6.75,15228,ASD6,10.00,14.00,34
WF,WF14X6.75,15229,ASD6,8.81,13.86,30
WF,WF14X8,15891,ASD5,15.59,13.94,53
WF,WF14X8,15892,ASD5,14.11,13.81,48
WF,WF14X8,15893,ASD5,12.65,13.68,43
WF,WF14X8,15224,ASD6,15.59,13.94,53
WF,WF14X8,15225,ASD6,14.11,13.81,48
WF,WF14X8,15226,ASD6,12.65,13.68,43
WF,WF16X11.5,15848,ASD5,28.22,16.32,96
WF,WF16X11.5,15849,ASD5,25.87,16.16,88
WF,WF16X11.5,15181,ASD6,28.22,16.32,96
WF,WF16X11.5,15182,ASD6,25.87,16.16,88
WF,WF16X7,15854,ASD5,14.70,16.25,50
WF,WF16X7,15855,ASD5,13.24,16.12,45
WF,WF16X7,15856,ASD5,11.77,16.00,40
WF,WF16X7,15857,ASD5,10.59,15.85,36
WF,WF16X7,15187,ASD6,14.70,16.25,50
WF,WF16X7,15188,ASD6,13.24,16.12,45
WF,WF16X7,15189,ASD6,11.77,16.00,40
WF,WF16X7,15190,ASD6,10.59,15.85,36
